Ssn,TestTrial,Cond,WordCategory,StudyTrial,Cue,Target,Resp,Corr,Conf,RespType,OldSsn,OldRespType,nCorr,NoRec,Incorr,SimpleResp,Expt
16,9,1,1,23,186,rising,rising,1,5,1,16,8,1,0,0,1,1
16,10,2,1,6,12,student,student,1,5,1,16,8,1,0,0,1,1
16,11,2,2,24,44,travel,natural,0,1,4,16,8,0,0,1,3,1
16,12,1,2,2,94,faith,real,0,2,6,16,8,0,0,1,3,1
16,13,1,2,4,181,headed,happy,0,1,7,16,8,0,0,1,3,1
16,14,1,1,5,56,slight,happy,0,1,7,16,8,0,0,1,3,1
16,15,1,1,7,130,influence,natural,0,1,4,16,8,0,0,1,3,1
16,16,2,1,10,59,marked,jump,0,1,7,16,8,0,0,1,3,1
16,17,2,1,8,38,high,high,1,2,1,16,8,1,0,0,1,1
16,18,1,2,3,91,greater,old,0,2,7,16,8,0,0,1,3,1
16,19,2,2,12,84,hero,fat,0,2,7,16,8,0,0,1,3,1
16,20,1,1,13,161,pushed,push,0,5,7,16,8,0,0,1,3,1
16,21,1,1,14,23,camp,faith,0,4,3,16,8,0,0,1,3,1
16,22,2,2,9,15,little,high,0,3,5,16,8,0,0,1,3,1
16,23,2,2,11,22,faculty,high,0,1,5,16,8,0,0,1,3,1
16,24,2,2,16,37,turning,high,0,1,5,16,8,0,0,1,3,1
17,1,1,2,13,64,captain,captain,1,6,1,17,1,1,0,0,1,1
17,2,1,1,17,8,opening,opening,1,5,1,17,1,1,0,0,1,1
17,3,1,1,23,36,John,John,1,6,1,17,1,1,0,0,1,1
17,4,2,2,24,106,bank,bank,1,4,1,17,1,1,0,0,1,1
17,5,2,2,1,7,bridge,loose,0,1,4,17,12,0,0,1,3,1
17,6,2,1,16,45,break,heart,0,2,5,17,3,0,0,1,3,1
17,7,2,1,20,59,score,goal,0,1,7,17,5,0,0,1,3,1
17,8,1,2,15,84,grew,grow,0,5,2,17,2,1,0,0,1,1
17,9,1,1,9,163,develop,develop,1,5,1,17,1,1,0,0,1,1
17,10,2,1,4,42,anything,heart,0,2,5,17,3,0,0,1,3,1
17,11,2,2,7,76,indicate,accomplish,0,2,7,17,7,0,0,1,3,1
17,12,2,1,6,54,raise,heart,0,3,5,17,3,0,0,1,3,1
17,13,2,2,12,6,horse,goal,0,1,7,17,7,0,0,1,3,1
17,14,1,2,18,110,failed,failed,1,5,1,17,1,1,0,0,1,1
17,15,2,2,19,53,heart,heart,1,3,1,17,1,1,0,0,1,1
17,16,2,2,21,90,advertising,advertising,1,6,1,17,1,1,0,0,1,1
17,17,2,1,5,128,forms,achieve,0,1,7,17,7,0,0,1,3,1
17,18,1,2,11,81,loose,loose,1,5,1,17,1,1,0,0,1,1
17,19,1,2,14,55,entirely,heart,0,2,5,17,3,0,0,1,3,1
17,20,2,1,8,56,dinner,heart,0,4,5,17,3,0,0,1,3,1
17,21,1,2,2,105,easily,develop,0,3,4,17,12,0,0,1,3,1
17,22,1,1,22,87,dress,dress,1,6,1,17,1,1,0,0,1,1
17,23,1,1,3,51,everybody,captain,0,2,4,17,12,0,0,1,3,1
17,24,1,1,10,35,caused,loose,0,5,3,17,11,0,0,1,3,1
18,1,1,1,23,48,orders,order,0,4,2,18,2,1,0,0,1,1
18,2,1,2,5,33,minute,possibly,0,3,3,18,11,0,0,1,3,1
18,3,2,1,15,148,source,chief,0,4,4,18,12,0,0,1,3,1
18,4,2,2,14,113,travel,travel,1,3,1,18,1,1,0,0,1,1
18,5,1,1,4,69,last,lost,0,6,7,18,6,0,0,1,3,1
18,6,2,1,19,2,showing,mention,0,1,4,18,12,0,0,1,3,1
18,7,2,1,24,66,traffic,ideal,0,5,4,18,12,0,0,1,3,1
18,8,2,1,8,206,talked,talked,1,6,1,18,1,1,0,0,1,1
18,9,1,2,9,187,projects,occured,0,1,5,18,3,0,0,1,3,1
18,10,1,2,6,198,chief,think,0,1,7,18,7,0,0,1,3,1
18,11,1,1,1,11,fairly,travel,0,1,5,18,3,0,0,1,3,1
18,12,1,2,12,97,crowd,crowd,1,6,1,18,1,1,0,0,1,1
18,13,2,2,13,78,occurred,possibly,0,3,4,18,12,0,0,1,3,1
18,14,1,2,20,65,ideal,ideal,1,6,1,18,1,1,0,0,1,1
18,15,2,2,7,75,meant,crwd,0,2,4,18,12,0,0,1,3,1
18,16,1,1,21,190,mention,mention,1,5,1,18,1,1,0,0,1,1
18,17,1,2,22,197,again,chief,0,2,4,18,12,0,0,1,3,1
18,18,2,2,3,157,strike,nice,0,1,7,18,7,0,0,1,3,1
18,19,2,1,16,139,claim,social,0,1,7,18,7,0,0,1,3,1
18,20,1,1,18,85,frequently,chief,0,2,4,18,12,0,0,1,3,1
18,21,2,1,2,64,spirit,social,0,2,7,18,7,0,0,1,3,1
18,22,2,2,10,208,home,nice,0,1,7,18,7,0,0,1,3,1
18,23,2,2,11,209,touch,genuine,0,1,7,18,7,0,0,1,3,1
18,24,1,1,17,129,possibly,talkative,0,1,5,18,3,0,0,1,3,1
19,1,2,1,7,204,joined,person,0,3,4,19,12,0,0,1,3,1
19,2,1,2,2,200,person,something,0,3,4,19,12,0,0,1,3,1
19,3,1,1,8,104,life,life,1,5,1,19,1,1,0,0,1,1
19,4,2,1,14,124,moment,song,0,3,4,19,12,0,0,1,3,1
19,5,1,2,16,198,metal,metal,1,6,1,19,1,1,0,0,1,1
19,6,1,1,23,116,rich,rich,1,6,1,19,1,1,0,0,1,1
19,7,1,2,17,128,rule,something,0,2,3,19,11,0,0,1,3,1
19,8,2,1,4,9,lose,songs,0,2,4,19,12,0,0,1,3,1
19,9,2,1,13,106,frank,joined,0,1,5,19,3,0,0,1,3,1
19,10,1,2,9,158,song,songs,0,3,3,19,11,0,0,1,3,1
19,11,2,2,3,170,heat,smart,0,1,7,19,7,0,0,1,3,1
19,12,1,1,20,201,songs,songs,1,3,1,19,1,1,0,0,1,1
19,13,2,2,5,183,jazz,thing,0,1,6,19,4,0,0,1,3,1
19,14,2,2,1,206,tests,trip,0,2,5,19,3,0,0,1,3,1
19,15,1,2,18,184,brief,parents,0,5,4,19,12,0,0,1,3,1
19,16,2,2,6,208,thought,joke,0,1,7,19,7,0,0,1,3,1
19,17,2,2,12,209,trip,trips,0,5,2,19,2,1,0,0,1,1
19,18,2,2,15,141,troops,personality,0,2,7,19,7,0,0,1,3,1
19,19,2,1,11,136,travel,travel,1,4,1,19,1,1,0,0,1,1
19,20,1,2,21,121,parents,parents,1,4,1,19,1,1,0,0,1,1
19,21,1,1,22,199,nearly,student,0,2,7,19,7,0,0,1,3,1
19,22,1,1,19,49,something,nice,0,1,7,19,7,0,0,1,3,1
19,23,1,1,24,133,possibly,pointed,0,2,6,19,4,0,0,1,3,1
19,24,2,1,10,207,areas,secret,0,1,7,19,7,0,0,1,3,1
20,1,2,2,19,142,twice,cutting,0,1,4,20,12,0,0,1,3,1
20,2,1,2,1,149,failed,charge,0,5,5,20,3,0,0,1,3,1
20,3,1,1,22,189,wine,element,0,1,4,20,12,0,0,1,3,1
20,4,2,1,6,107,thing,beauty,0,2,4,20,12,0,0,1,3,1
20,5,1,1,10,193,beauty,beauty,1,6,1,20,1,1,0,0,1,1
20,6,1,2,20,16,chapter,love,0,6,6,20,4,0,0,1,3,1
20,7,1,2,21,61,began,gross,0,6,6,20,4,0,0,1,3,1
20,8,2,1,24,59,provided,loved,0,6,6,20,4,0,0,1,3,1
20,9,2,2,8,83,find,worry,0,4,6,20,4,0,0,1,3,1
20,10,1,2,7,4,desk,worked,0,5,6,20,4,0,0,1,3,1
20,11,1,1,2,157,element,work,0,5,6,20,4,0,0,1,3,1
20,12,2,1,12,5,charge,love,0,5,6,20,4,0,0,1,3,1
20,13,1,1,23,74,grow,gross,0,4,6,20,4,0,0,1,3,1
20,14,2,2,3,28,item,study,0,4,7,20,7,0,0,1,3,1
20,15,2,2,5,50,movement,element,0,4,4,20,12,0,0,1,3,1
20,16,1,1,13,35,cutting,wonder,0,4,4,20,12,0,0,1,3,1
20,17,2,1,18,128,train,happy,0,4,7,20,7,0,0,1,3,1
20,18,2,2,4,95,brought,wonder,0,5,4,20,12,0,0,1,3,1
20,19,2,1,9,118,tomorrow,deceit,0,4,7,20,7,0,0,1,3,1
20,20,1,2,11,120,wonder,helpelss,0,4,7,20,7,0,0,1,3,1
20,21,1,2,14,34,somehow,wonder,0,4,4,20,12,0,0,1,3,1
20,22,1,1,15,73,wood,heart,0,4,7,20,7,0,0,1,3,1
20,23,2,1,16,84,same,old,0,4,7,20,7,0,0,1,3,1
20,24,2,2,17,99,planned,focus,0,4,7,20,7,0,0,1,3,1
21,1,1,2,2,190,runs,runs,1,5,1,21,1,1,0,0,1,1
21,2,1,1,3,73,named,knowing,0,3,4,21,12,0,0,1,3,1
21,3,2,1,14,78,equal,equal,1,4,1,21,1,1,0,0,1,1
21,4,2,1,15,125,extra,moss,0,1,7,21,7,0,0,1,3,1
21,5,1,1,17,42,shot,life,0,3,4,21,12,0,0,1,3,1
21,6,1,2,6,203,life,tell,0,2,4,21,12,0,0,1,3,1
21,7,1,1,12,200,knowing,young,0,2,7,21,7,0,0,1,3,1
21,8,1,1,13,46,part,worry,0,2,7,21,7,0,0,1,3,1
21,9,2,2,18,135,dogs,life,0,5,4,21,12,0,0,1,3,1
21,10,2,2,19,146,achieve,town,0,2,4,21,12,0,0,1,3,1
21,11,1,2,20,133,artists,guess,0,1,7,21,7,0,0,1,3,1
21,12,2,2,4,33,reported,old,0,1,7,21,7,0,0,1,3,1
21,13,1,2,9,188,tell,equal,0,4,5,21,3,0,0,1,3,1
21,14,2,2,16,58,jazz,fame,0,1,7,21,7,0,0,1,3,1
21,15,2,1,21,118,seek,plains,0,2,7,21,7,0,0,1,3,1
21,16,1,1,22,205,lake,hair,0,3,7,21,7,0,0,1,3,1
21,17,2,1,23,11,sets,live,0,3,7,21,7,0,0,1,3,1
21,18,2,2,24,84,plane,career,0,3,7,21,7,0,0,1,3,1
21,19,1,1,7,90,touch,time,0,2,7,21,7,0,0,1,3,1
21,20,1,2,10,89,tests,alive,0,4,7,21,7,0,0,1,3,1
21,21,2,1,5,10,female,success,0,3,7,21,7,0,0,1,3,1
21,22,2,2,11,145,exercise,backspace,0,2,7,21,7,0,0,1,3,1
21,23,2,1,1,150,ready,word,0,3,7,21,7,0,0,1,3,1
21,24,1,2,8,139,town,face,0,4,7,21,7,0,0,1,3,1
22,1,1,1,13,184,giving,perfec,0,1,5,22,3,0,0,1,3,1
22,2,2,1,22,135,useful,obvious,0,4,5,22,3,0,0,1,3,1
22,3,2,2,6,113,perfect,perfect,1,5,1,22,1,1,0,0,1,1
22,4,2,2,8,21,song,editor,0,3,5,22,3,0,0,1,3,1
22,5,2,1,10,57,valley,valley,1,6,1,22,1,1,0,0,1,1
22,6,2,1,7,119,somehow,giving,0,2,4,22,12,0,0,1,3,1
22,7,2,2,11,71,least,most,0,1,7,22,7,0,0,1,3,1
22,8,2,1,16,133,miles,miles,1,6,1,22,1,1,0,0,1,1
22,9,2,1,1,19,element,liked,0,1,7,22,7,0,0,1,3,1
22,10,1,2,12,31,ancient,ancient,1,4,1,22,1,1,0,0,1,1
22,11,1,2,18,162,looking,pull,0,4,3,22,11,0,0,1,3,1
22,12,1,1,9,70,identity,giving,0,1,4,22,12,0,0,1,3,1
22,13,1,2,23,78,reported,reported,1,5,1,22,1,1,0,0,1,1
22,14,2,2,24,118,obvious,looking,0,2,4,22,12,0,0,1,3,1
22,15,1,1,14,53,pull,ancient,0,1,4,22,12,0,0,1,3,1
22,16,1,2,15,200,chance,smile,0,1,7,22,7,0,0,1,3,1
22,17,1,1,17,72,seems,obvious,0,1,5,22,3,0,0,1,3,1
22,18,1,2,2,32,brought,brought,1,5,1,22,1,1,0,0,1,1
22,19,2,1,5,110,editor,editor,1,3,1,22,1,1,0,0,1,1
22,20,2,2,4,16,demand,ancient,0,1,4,22,12,0,0,1,3,1
22,21,2,2,19,25,send,makeup,0,1,7,22,7,0,0,1,3,1
22,22,1,1,3,193,legs,legs,1,4,1,22,1,1,0,0,1,1
22,23,1,2,20,106,named,eyebrows,0,1,7,22,7,0,0,1,3,1
22,24,1,1,21,143,sample,ancient,0,1,4,22,12,0,0,1,3,1
23,1,1,2,15,118,caught,caught,1,2,1,23,1,1,0,0,1,1
23,2,2,1,18,23,build,chair,0,1,4,23,12,0,0,1,3,1
23,3,2,1,19,114,pair,pair,1,3,1,23,1,1,0,0,1,1
23,4,2,1,20,143,nobody,caught,0,3,4,23,12,0,0,1,3,1
23,5,2,1,21,69,famous,famous,1,6,1,23,1,1,0,0,1,1
23,6,1,1,3,163,balance,capable,0,1,7,23,7,0,0,1,3,1
23,7,2,2,7,181,begins,picked,0,1,5,23,3,0,0,1,3,1
23,8,2,2,22,55,provided,chair,0,1,4,23,12,0,0,1,3,1
23,9,1,2,5,75,addition,pair,0,1,5,23,3,0,0,1,3,1
23,10,1,1,23,125,affairs,double,0,4,4,23,12,0,0,1,3,1
23,11,1,2,24,150,reach,pair,0,1,5,23,3,0,0,1,3,1
23,12,1,2,9,40,aware,able,0,1,7,23,7,0,0,1,3,1
23,13,1,2,6,28,doing,taken,0,1,7,23,7,0,0,1,3,1
23,14,2,2,8,183,direct,taken,0,1,7,23,7,0,0,1,3,1
23,15,1,1,1,144,industrial,able,0,3,7,23,7,0,0,1,3,1
23,16,1,1,2,29,ultimate,famous,0,1,5,23,3,0,0,1,3,1
23,17,2,1,13,2,player,famous,0,1,5,23,3,0,0,1,3,1
23,18,1,1,10,90,argument,caught,0,3,3,23,11,0,0,1,3,1
23,19,2,2,12,10,picked,chair,0,1,4,23,12,0,0,1,3,1
23,20,1,1,11,15,chair,math,0,1,7,23,7,0,0,1,3,1
23,21,2,2,14,180,meant,pair,0,1,5,23,3,0,0,1,3,1
23,22,2,2,17,138,signs,capable,0,1,7,23,7,0,0,1,3,1
23,23,2,1,16,80,range,able,0,1,7,23,7,0,0,1,3,1
23,24,1,2,4,137,double,caught,0,1,4,23,12,0,0,1,3,1
24,1,1,1,14,21,lady,lady,1,5,1,24,1,1,0,0,1,1
24,2,2,2,2,13,danger,danger,1,2,1,24,1,1,0,0,1,1
24,3,2,2,4,47,heart,bases,0,1,7,24,7,0,0,1,3,1
24,4,2,1,1,139,angle,angle,1,6,1,24,1,1,0,0,1,1
24,5,1,2,6,135,prove,trial,0,1,7,24,7,0,0,1,3,1
24,6,1,2,10,110,actual,lady,0,1,4,24,12,0,0,1,3,1
24,7,1,1,15,158,goods,nice,0,1,7,24,7,0,0,1,3,1
24,8,1,1,16,107,flesh,lady,0,1,4,24,12,0,0,1,3,1
24,9,2,2,21,189,charge,boy,0,1,7,24,7,0,0,1,3,1
24,10,1,1,13,105,base,nice,0,1,7,24,7,0,0,1,3,1
24,11,2,2,3,151,lived,nation,0,4,4,24,12,0,0,1,3,1
24,12,1,1,12,62,nation,nation,1,5,1,24,1,1,0,0,1,1
24,13,1,2,8,92,shape,heart,0,2,5,24,3,0,0,1,3,1
24,14,1,2,18,63,nuclear,nation,0,1,4,24,12,0,0,1,3,1
24,15,2,1,22,8,cases,bases,0,1,7,24,6,0,0,1,3,1
24,16,1,2,17,56,agencies,nation,0,4,3,24,11,0,0,1,3,1
24,17,2,1,24,75,fund,trial,0,2,7,24,7,0,0,1,3,1
24,18,2,1,20,69,phase,bases,0,1,7,24,7,0,0,1,3,1
24,19,2,2,23,100,hall,heart,0,2,5,24,3,0,0,1,3,1
24,20,2,1,5,66,birth,heart,0,2,5,24,3,0,0,1,3,1
24,21,1,1,7,136,choose,angle,0,1,5,24,3,0,0,1,3,1
24,22,2,2,9,88,bright,heart,0,5,5,24,3,0,0,1,3,1
24,23,1,2,19,137,achieve,trial,0,1,7,24,7,0,0,1,3,1
24,24,2,1,11,50,platform,trial,0,1,7,24,7,0,0,1,3,1
25,1,1,1,14,13,life,plays,0,1,7,25,7,0,0,1,3,1
25,2,1,2,15,115,reach,dog,0,1,7,25,7,0,0,1,3,1
25,3,1,2,3,39,runs,cat,0,1,7,25,7,0,0,1,3,1
25,4,2,1,4,30,academic,pool,0,1,5,25,3,0,0,1,3,1
25,5,1,2,17,90,sample,bed,0,1,7,25,7,0,0,1,3,1
25,6,1,2,12,54,narrow,thin,0,4,7,25,5,0,0,1,3,1
25,7,1,1,13,71,bank,helps,0,1,7,25,7,0,0,1,3,1
25,8,1,2,18,21,region,young,0,1,7,25,7,0,0,1,3,1
25,9,2,1,16,167,powers,from,0,1,7,25,7,0,0,1,3,1
25,10,1,2,10,63,increasing,faith,0,3,6,25,4,0,0,1,3,1
25,11,2,1,20,96,laws,hat,0,1,7,25,7,0,0,1,3,1
25,12,2,2,19,31,coffee,bat,0,1,7,25,7,0,0,1,3,1
25,13,1,1,11,107,birds,long,0,3,7,25,7,0,0,1,3,1
25,14,2,1,8,140,facts,eats,0,1,7,25,7,0,0,1,3,1
25,15,2,1,2,75,spent,pool,0,3,5,25,3,0,0,1,3,1
25,16,2,2,21,84,something,laws,0,3,5,25,3,0,0,1,3,1
25,17,1,1,22,6,hill,thin,0,3,7,25,7,0,0,1,3,1
25,18,1,1,23,95,forward,understand,0,3,7,25,7,0,0,1,3,1
25,19,2,2,24,154,pool,pool,1,6,1,25,1,1,0,0,1,1
25,20,2,2,1,119,enter,laws,0,4,5,25,3,0,0,1,3,1
25,21,1,1,5,106,famous,guy,0,1,7,25,7,0,0,1,3,1
25,22,2,2,6,113,stage,jump,0,1,7,25,7,0,0,1,3,1
25,23,2,2,9,98,failed,laws,0,3,5,25,3,0,0,1,3,1
25,24,2,1,7,62,novel,sings,0,2,7,25,7,0,0,1,3,1
26,1,1,1,6,155,campaign,material,0,6,3,26,11,0,0,1,3,1
26,2,1,1,7,197,plays,plenty,0,6,3,26,11,0,0,1,3,1
26,3,2,2,14,78,taste,taste,1,5,1,26,1,1,0,0,1,1
26,4,1,1,22,72,prove,costs,0,4,4,26,12,0,0,1,3,1
26,5,2,1,5,204,bring,movement,0,1,5,26,3,0,0,1,3,1
26,6,2,2,24,84,soft,soft,1,6,1,26,1,1,0,0,1,1
26,7,1,2,8,194,plant,plays,0,4,3,26,11,0,0,1,3,1
26,8,1,1,2,191,costs,costs,1,4,1,26,1,1,0,0,1,1
26,9,1,2,10,45,parents,attorney,0,6,3,26,11,0,0,1,3,1
26,10,2,2,12,18,movement,horses,0,1,4,26,12,0,0,1,3,1
26,11,2,1,13,67,study,determined,0,1,7,26,7,0,0,1,3,1
26,12,2,1,15,126,message,campaign,0,4,4,26,12,0,0,1,3,1
26,13,1,1,18,190,attorney,attorney,1,6,1,26,1,1,0,0,1,1
26,14,1,2,11,48,capacity,campaign,0,6,3,26,11,0,0,1,3,1
26,15,2,1,20,179,fresh,taste,0,2,5,26,3,0,0,1,3,1
26,16,2,2,19,116,fund,costs,0,6,4,26,12,0,0,1,3,1
26,17,2,1,4,29,corps,plays,0,2,4,26,12,0,0,1,3,1
26,18,1,2,23,183,material,material,1,6,1,26,1,1,0,0,1,1
26,19,1,2,16,165,plenty,determined,0,2,7,26,7,0,0,1,3,1
26,20,1,1,3,108,horse,horses,0,6,2,26,2,1,0,0,1,1
26,21,2,2,9,88,examples,course,0,1,7,26,7,0,0,1,3,1
26,22,1,2,21,175,purposes,horses,0,6,3,26,11,0,0,1,3,1
26,23,2,1,17,89,hair,hair,1,6,1,26,1,1,0,0,1,1
26,24,2,2,1,196,steps,steps,1,3,1,26,1,1,0,0,1,1
27,1,1,2,22,141,identity,theme,0,1,4,27,8,0,0,1,3,1
27,2,2,1,23,183,labor,tell,0,1,4,27,8,0,0,1,3,1
27,3,2,1,2,91,walking,follow,0,3,7,27,8,0,0,1,3,1
27,4,1,1,4,131,previously,previously,1,6,1,27,8,1,0,0,1,1
27,5,2,2,9,132,following,theme,0,3,4,27,8,0,0,1,3,1
27,6,2,2,24,193,holding,notice,0,3,4,27,8,0,0,1,3,1
27,7,1,2,18,9,parents,theft,0,1,7,27,8,0,0,1,3,1
27,8,2,1,6,153,double,notice,0,3,4,27,8,0,0,1,3,1
27,9,2,2,11,195,exist,follow,0,3,7,27,8,0,0,1,3,1
27,10,1,1,1,187,third,third,1,6,1,27,8,1,0,0,1,1
27,11,2,2,10,49,message,idk,0,1,8,27,8,0,1,0,8,1
27,12,1,2,13,186,theory,third,0,1,3,27,8,0,0,1,3,1
27,13,2,1,7,75,planned,notice,0,3,4,27,8,0,0,1,3,1
27,14,2,1,14,194,brought,follow,0,3,7,27,8,0,0,1,3,1
27,15,2,2,3,143,season,idk,0,1,8,27,8,0,1,0,8,1
27,16,1,1,12,181,love,identitiy,0,1,7,27,8,0,0,1,3,1
27,17,1,2,5,120,tests,idk,0,1,8,27,8,0,1,0,8,1
27,18,2,1,17,107,caused,notice,0,1,4,27,8,0,0,1,3,1
27,19,1,1,19,27,theater,previosuly,0,1,7,27,8,0,0,1,3,1
27,20,1,1,15,8,tell,previously,0,1,4,27,8,0,0,1,3,1
27,21,1,1,16,7,theme,follow,0,3,7,27,8,0,0,1,3,1
27,22,1,2,20,60,songs,notice,0,1,4,27,8,0,0,1,3,1
27,23,1,2,21,125,notice,follow,0,3,7,27,8,0,0,1,3,1
27,24,2,2,8,82,right,previously,0,1,4,27,8,0,0,1,3,1
28,1,1,1,2,25,sure,sweet,0,3,4,28,12,0,0,1,3,1
28,2,2,2,16,54,tell,courses,0,1,4,28,12,0,0,1,3,1
28,3,1,1,18,135,smile,smile,1,6,1,28,1,1,0,0,1,1
28,4,1,2,4,115,courses,courses,1,4,1,28,1,1,0,0,1,1
28,5,1,2,5,56,session,session,1,4,1,28,1,1,0,0,1,1
28,6,1,2,6,164,sweet,sweet,1,4,1,28,1,1,0,0,1,1
28,7,2,2,8,40,bank,bank,1,6,1,28,1,1,0,0,1,1
28,8,1,2,9,197,pushed,produce,0,5,3,28,11,0,0,1,3,1
28,9,2,1,7,36,thing,smile,0,1,4,28,12,0,0,1,3,1
28,10,1,1,10,183,surface,courses,0,2,4,28,12,0,0,1,3,1
28,11,2,2,12,26,still,courses,0,1,4,28,12,0,0,1,3,1
28,12,2,1,13,103,growing,bank,0,1,5,28,3,0,0,1,3,1
28,13,2,1,15,97,largely,cold,0,2,4,28,12,0,0,1,3,1
28,14,1,2,19,105,cold,col,0,1,2,28,2,1,0,0,1,1
28,15,2,2,14,72,individuals,courses,0,1,4,28,12,0,0,1,3,1
28,16,2,2,20,147,tiny,smile,0,1,4,28,12,0,0,1,3,1
28,17,2,1,21,32,poor,rain,0,2,4,28,12,0,0,1,3,1
28,18,1,1,22,15,rain,rain,1,6,1,28,1,1,0,0,1,1
28,19,1,1,3,172,solid,pushed,0,3,3,28,11,0,0,1,3,1
28,20,2,2,24,9,dress,cold,0,1,4,28,12,0,0,1,3,1
28,21,2,1,23,93,broad,pushed,0,2,4,28,12,0,0,1,3,1
28,22,2,1,11,37,least,cold,0,2,4,28,12,0,0,1,3,1
28,23,1,1,1,45,produce,courses,0,2,3,28,11,0,0,1,3,1
28,24,1,2,17,177,soft,sweet,0,3,4,28,12,0,0,1,3,1
29,1,2,2,23,8,produce,work,0,1,7,29,8,0,0,1,3,1
29,2,1,1,24,87,influence,socail,0,1,7,29,8,0,0,1,3,1
29,3,1,2,12,111,offered,?,0,1,7,29,8,0,0,1,3,1
29,4,1,1,2,59,worked,world,0,2,3,29,8,0,0,1,3,1
29,5,1,1,3,118,floor,social,0,1,7,29,8,0,0,1,3,1
29,6,2,2,1,206,government,play,0,1,7,29,8,0,0,1,3,1
29,7,2,1,7,33,enemy,edge,0,1,4,29,8,0,0,1,3,1
29,8,1,2,14,110,edge,big,0,1,7,29,8,0,0,1,3,1
29,9,1,1,15,140,charge,beach,0,3,4,29,8,0,0,1,3,1
29,10,1,2,10,70,world,floor,0,1,4,29,8,0,0,1,3,1
29,11,1,2,16,144,hills,door,0,1,7,29,8,0,0,1,3,1
29,12,1,2,17,96,formed,catch,0,1,7,29,8,0,0,1,3,1
29,13,2,1,19,198,campaign,hill,0,1,7,29,8,0,0,1,3,1
29,14,2,2,8,39,artists,heart,0,1,7,29,8,0,0,1,3,1
29,15,2,2,9,187,uniform,world,0,3,4,29,8,0,0,1,3,1
29,16,2,2,11,186,surface,floor,0,3,4,29,8,0,0,1,3,1
29,17,1,2,20,134,doing,work,0,2,7,29,8,0,0,1,3,1
29,18,2,1,4,21,identity,strees,0,1,7,29,8,0,0,1,3,1
29,19,1,1,13,40,wood,time,0,1,7,29,8,0,0,1,3,1
29,20,2,2,5,24,miles,wind,0,1,7,29,8,0,0,1,3,1
29,21,2,1,6,52,dogs,peace,0,1,7,29,8,0,0,1,3,1
29,22,2,1,22,190,holding,union,0,1,7,29,8,0,0,1,3,1
29,23,1,1,21,91,beach,run,0,1,7,29,8,0,0,1,3,1
29,24,2,1,18,182,ultimate,open,0,1,7,29,8,0,0,1,3,1
30,1,2,2,20,88,philosophy,philosophy ,0,4,1,30,1,1,0,0,1,1
30,2,2,2,23,89,yellow,course,0,2,7,30,7,0,0,1,3,1
30,3,1,2,6,162,send,corps,0,4,3,30,11,0,0,1,3,1
30,4,1,2,21,96,growing,grow,0,3,2,30,2,1,0,0,1,1
30,5,1,1,24,190,increase,physical ,0,4,3,30,11,0,0,1,3,1
30,6,2,1,10,210,window,meek,0,1,7,30,7,0,0,1,3,1
30,7,1,2,3,194,physical,sponge,0,1,7,30,7,0,0,1,3,1
30,8,2,1,12,7,band,bob,0,1,7,30,7,0,0,1,3,1
30,9,1,1,4,164,corps,cadet,0,2,7,30,7,0,0,1,3,1
30,10,1,2,17,156,having,education,0,3,7,30,7,0,0,1,3,1
30,11,1,1,11,196,provided,care,0,2,7,30,5,0,0,1,3,1
30,12,1,1,15,188,hence,smile,0,1,7,30,7,0,0,1,3,1
30,13,2,1,8,180,years,student,0,3,7,30,7,0,0,1,3,1
30,14,2,2,1,174,writer,date,0,1,7,30,7,0,0,1,3,1
30,15,1,2,2,169,dance,none,0,2,7,30,7,0,0,1,3,1
30,16,2,1,7,37,world,mustache,0,1,7,30,7,0,0,1,3,1
30,17,2,1,9,208,walking,zoom,0,1,7,30,7,0,0,1,3,1
30,18,1,1,5,186,marriage,intellect,0,1,7,30,7,0,0,1,3,1
30,19,1,2,13,84,older,scholar,0,2,7,30,7,0,0,1,3,1
30,20,2,2,14,207,base,teacher,0,2,7,30,7,0,0,1,3,1
30,21,2,2,16,209,problems,union,0,4,6,30,4,0,0,1,3,1
30,22,1,1,18,170,drew,smile,0,2,7,30,7,0,0,1,3,1
30,23,2,1,19,142,forward,football,0,2,7,30,7,0,0,1,3,1
30,24,2,2,22,91,league,peach,0,2,7,30,7,0,0,1,3,1
31,1,2,2,11,56,cold,time,0,1,7,31,7,0,0,1,3,1
31,2,2,1,10,109,sure,safety,0,2,7,31,7,0,0,1,3,1
31,3,1,2,19,120,growing,grow,0,5,2,31,2,1,0,0,1,1
31,4,1,1,20,118,metal,metal,1,6,1,31,1,1,0,0,1,1
31,5,2,1,22,80,surprise,surprise,1,6,1,31,1,1,0,0,1,1
31,6,1,1,23,175,inner,time,0,2,7,31,7,0,0,1,3,1
31,7,2,2,3,86,taught,teach,0,4,2,31,2,1,0,0,1,1
31,8,2,2,21,35,examples,safety,0,2,7,31,7,0,0,1,3,1
31,9,2,1,9,48,money,money,1,2,1,31,1,1,0,0,1,1
31,10,1,2,8,147,horse,horse,1,5,1,31,1,1,0,0,1,1
31,11,1,2,15,186,jobs,learn,0,1,7,31,7,0,0,1,3,1
31,12,1,1,14,179,ancient,ancient,1,5,1,31,1,1,0,0,1,1
31,13,1,1,24,191,supported,watch,0,1,7,31,7,0,0,1,3,1
31,14,1,1,4,156,silence,safety,0,3,7,31,7,0,0,1,3,1
