Ssn,TestTrial,Cond,WordCategory,StudyTrial,Cue,Target,Resp,Corr,Conf,RespType,OldRespType,nCorr,NoRec,Incorr,SimpleResp,Expt
17,9,1,1,20,157,sharp,miles,0,6,6,4,0,0,1,3,2
17,10,1,2,8,161,effort,aircraft,0,5,3,11,0,0,1,3,2
17,11,2,1,21,133,heart,stand,0,1,5,3,0,0,1,3,2
17,12,1,2,3,33,obvious,king,0,3,4,12,0,0,1,3,2
17,13,2,1,22,50,spring,marked,0,2,4,12,0,0,1,3,2
17,14,2,1,14,205,source,no,8,5,8,8,0,1,0,8,2
17,15,2,2,23,15,stand,sharp,0,4,4,12,0,0,1,3,2
17,16,2,1,24,97,state,race,0,5,6,4,0,0,1,3,2
17,17,1,2,16,188,marked,no,8,1,8,8,0,1,0,8,2
17,18,2,1,11,101,function,junior,0,2,4,12,0,0,1,3,2
17,19,1,1,2,151,hard,no,8,3,8,8,0,1,0,8,2
17,20,2,2,7,122,brown,captain,0,4,4,12,0,0,1,3,2
17,21,1,2,17,75,sight,sharp,0,2,4,12,0,0,1,3,2
17,22,1,2,18,139,junior,miles,0,5,6,4,0,0,1,3,2
17,23,2,1,5,70,stayed,no,8,1,8,8,0,1,0,8,2
17,24,1,1,19,187,aircraft,marked,0,2,3,11,0,0,1,3,2
19,1,2,1,23,207,piece,piece,1,3,1,1,1,0,0,1,2
19,2,2,1,7,101,council,lift,0,1,7,7,0,0,1,3,2
19,3,2,1,19,2,chemical,chemical,1,6,1,1,1,0,0,1,2
19,4,2,2,20,133,range,train,0,6,4,12,0,0,1,3,2
19,5,2,1,8,18,available,available,1,3,1,1,1,0,0,1,2
19,6,1,2,21,151,nose,nose,1,6,1,1,1,0,0,1,2
19,7,2,2,24,208,presence,alone,0,3,5,3,0,0,1,3,2
19,8,1,1,6,85,tree,no,8,3,8,8,0,1,0,8,2
19,9,1,1,5,64,fundamental,nose,0,6,3,11,0,0,1,3,2
19,10,2,1,10,152,army,army,1,5,1,1,1,0,0,1,2
19,11,2,2,12,197,nobody,alone,0,6,5,3,0,0,1,3,2
19,12,2,2,9,107,alone,alone,1,4,1,1,1,0,0,1,2
19,13,2,1,13,123,murder,muder,0,2,5,3,0,0,1,3,2
19,14,1,2,3,202,term,tiny,0,6,3,11,0,0,1,3,2
19,15,2,2,11,209,lips,lips,1,6,1,1,1,0,0,1,2
19,16,1,2,2,196,touch,train,0,6,4,12,0,0,1,3,2
19,17,1,1,4,1,game,trip,0,3,4,12,0,0,1,3,2
19,18,2,2,15,58,editor,no,8,2,8,8,0,1,0,8,2
19,19,1,2,17,100,trip,trip,1,6,1,1,1,0,0,1,2
19,20,1,1,18,205,funds,no,8,3,8,8,0,1,0,8,2
19,21,1,2,1,57,train,tree,0,6,3,11,0,0,1,3,2
19,22,1,1,14,181,tiny,factor,0,5,6,4,0,0,1,3,2
19,23,1,1,22,164,says,says,1,6,1,1,1,0,0,1,2
19,24,1,2,16,122,others,no,8,3,8,8,0,1,0,8,2
18,1,2,2,3,184,attitude,argument,0,5,6,4,0,0,1,3,2
18,2,1,2,13,57,created,no,8,1,8,8,0,1,0,8,2
18,3,2,1,18,72,slow,slow,1,6,1,1,1,0,0,1,2
18,4,1,2,10,18,central,central,1,6,1,1,1,0,0,1,2
18,5,2,1,6,19,begins,no,8,2,8,8,0,1,0,8,2
18,6,2,1,1,180,film,tell,0,6,5,3,0,0,1,3,2
18,7,2,1,4,186,balance,systems,0,5,5,3,0,0,1,3,2
18,8,2,1,19,168,scene,no,8,2,8,8,0,1,0,8,2
18,9,1,1,14,1,entirely,baseball,0,5,4,12,0,0,1,3,2
18,10,2,2,20,107,start,no,8,1,8,8,0,1,0,8,2
18,11,2,2,21,179,tell,tell,1,6,1,1,1,0,0,1,2
18,12,1,1,2,46,gives,no,8,1,8,8,0,1,0,8,2
18,13,2,2,7,187,disease,no,8,2,8,8,0,1,0,8,2
18,14,1,2,16,90,baseball,baseball,1,5,1,1,1,0,0,1,2
18,15,1,2,5,137,cross,no,8,1,8,8,0,1,0,8,2
18,16,1,1,8,128,minds,no,8,1,8,8,0,1,0,8,2
18,17,1,2,22,164,motion,movement,0,6,3,11,0,0,1,3,2
18,18,2,2,9,42,doing,no,8,1,8,8,0,1,0,8,2
18,19,1,2,23,85,growth,growth,1,6,1,1,1,0,0,1,2
18,20,1,1,12,126,movement,no,8,1,8,8,0,1,0,8,2
18,21,2,2,15,2,ball,no,8,1,8,8,0,1,0,8,2
18,22,2,1,24,178,systems,no,8,2,8,8,0,1,0,8,2
18,23,1,1,11,8,dogs,dogs,1,5,1,1,1,0,0,1,2
18,24,1,1,17,130,bear,bear,1,6,1,1,1,0,0,1,2
20,1,2,1,23,3,noted,no,8,1,8,8,0,1,0,8,2
20,2,1,2,24,205,officer,no,8,1,8,8,0,1,0,8,2
20,3,2,2,2,133,sign,no,8,1,8,8,0,1,0,8,2
20,4,2,2,3,136,name,no,8,1,8,8,0,1,0,8,2
20,5,1,2,1,1,seems,no,8,1,8,8,0,1,0,8,2
20,6,2,1,13,61,mouth,no,8,1,8,8,0,1,0,8,2
20,7,2,1,14,8,raise,no,8,1,8,8,0,1,0,8,2
20,8,2,1,7,6,burning,no,8,2,8,8,0,1,0,8,2
20,9,2,1,6,110,shot,no,8,3,8,8,0,1,0,8,2
20,10,1,1,8,88,earlier,earlier,1,5,1,1,1,0,0,1,2
20,11,2,2,9,28,putting,no,8,2,8,8,0,1,0,8,2
20,12,1,2,15,73,laid,no,8,2,8,8,0,1,0,8,2
20,13,1,1,17,208,anything,no,8,2,8,8,0,1,0,8,2
20,14,1,1,18,93,audience,no,8,2,8,8,0,1,0,8,2
20,15,1,1,4,75,happened,region,0,4,4,12,0,0,1,3,2
20,16,1,2,5,209,giving,region,0,3,3,11,0,0,1,3,2
20,17,1,2,11,207,brought,no,8,2,8,8,0,1,0,8,2
20,18,1,1,12,206,problems,brought,0,4,3,11,0,0,1,3,2
20,19,1,2,19,67,corps,no,8,3,8,8,0,1,0,8,2
20,20,2,2,10,139,activity,no,8,3,8,8,0,1,0,8,2
20,21,2,2,16,17,helped,court,0,4,5,3,0,0,1,3,2
20,22,2,1,20,121,court,court,1,4,1,1,1,0,0,1,2
20,23,1,1,21,210,region,no,8,4,8,8,0,1,0,8,2
20,24,2,2,22,148,detail,no,8,2,8,8,0,1,0,8,2
21,1,2,2,10,187,girls,girls,1,6,1,1,1,0,0,1,2
21,2,2,2,24,75,element,element,1,6,1,1,1,0,0,1,2
21,3,1,1,5,134,possibly,possibly,1,6,1,1,1,0,0,1,2
21,4,2,2,18,160,showing,no,8,1,8,8,0,1,0,8,2
21,5,1,1,19,42,boys,no,8,1,8,8,0,1,0,8,2
21,6,1,2,16,166,fourth,no,8,1,8,8,0,1,0,8,2
21,7,2,1,17,117,shape,no,8,1,8,8,0,1,0,8,2
21,8,1,1,7,26,start,no,8,1,8,8,0,1,0,8,2
21,9,2,1,21,184,industrial,industrial,1,4,1,1,1,0,0,1,2
21,10,2,2,3,193,block,no,8,1,8,8,0,1,0,8,2
21,11,2,1,1,189,uncle,no,8,1,8,8,0,1,0,8,2
21,12,1,2,8,62,stated,stated,1,6,1,1,1,0,0,1,2
21,13,1,2,13,174,somehow,meeting,0,4,5,3,0,0,1,3,2
21,14,1,1,20,74,parents,depth,0,6,3,11,0,0,1,3,2
21,15,1,2,22,51,depth,no,8,2,8,8,0,1,0,8,2
21,16,1,1,4,15,loss,loss,1,6,1,1,1,0,0,1,2
21,17,2,1,9,170,meeting,no,8,1,8,8,0,1,0,8,2
21,18,2,1,23,152,truly,no,8,3,8,8,0,1,0,8,2
21,19,1,2,14,81,police,police,1,6,1,1,1,0,0,1,2
21,20,2,2,11,58,sales,no,8,1,8,8,0,1,0,8,2
21,21,2,2,15,94,minds,minds,1,6,1,1,1,0,0,1,2
21,22,2,1,6,103,facts,boys,0,2,4,12,0,0,1,3,2
21,23,1,1,12,105,keeping,fall,0,4,6,4,0,0,1,3,2
21,24,1,2,2,167,meet,boys,0,6,3,11,0,0,1,3,2
22,1,2,1,6,126,nation,nation,1,6,1,1,1,0,0,1,2
22,2,1,1,5,205,quick,heart\,0,2,5,3,0,0,1,3,2
22,3,2,2,9,92,plant,no,8,2,8,8,0,1,0,8,2
22,4,1,2,13,204,indicate,space,0,4,7,7,0,0,1,3,2
22,5,2,2,12,128,reported,reported,1,6,1,1,1,0,0,1,2
22,6,2,1,2,44,homes,no,8,4,8,8,0,1,0,8,2
22,7,1,1,16,29,universe,no,8,3,8,8,0,1,0,8,2
22,8,2,1,8,165,heart,heart,1,6,1,1,1,0,0,1,2
22,9,1,2,17,1,weather,no,8,6,8,8,0,1,0,8,2
22,10,2,1,18,116,grew,no,8,6,8,8,0,1,0,8,2
22,11,1,1,19,5,ways,no,8,6,8,8,0,1,0,8,2
22,12,1,2,20,206,break,no,8,3,8,8,0,1,0,8,2
22,13,1,1,21,209,hole,no,8,3,8,8,0,1,0,8,2
22,14,2,1,11,28,develop,no,8,5,8,8,0,1,0,8,2
22,15,2,2,10,140,brought,cookies,0,5,7,7,0,0,1,3,2
22,16,2,2,15,16,wild,no,8,3,8,8,0,1,0,8,2
22,17,1,2,22,208,material,space,0,4,7,7,0,0,1,3,2
22,18,1,2,23,20,famous,ways,0,3,3,11,0,0,1,3,2
22,19,1,2,24,210,thing,no,8,1,8,8,0,1,0,8,2
22,20,1,1,7,207,straight,straight,1,5,1,1,1,0,0,1,2
22,21,1,1,3,75,apart,apart,1,5,1,1,1,0,0,1,2
22,22,2,1,14,95,taste,taste,1,5,1,1,1,0,0,1,2
22,23,2,2,1,12,band,no,8,4,8,8,0,1,0,8,2
22,24,2,2,4,22,shape,bold,0,5,7,7,0,0,1,3,2
24,1,2,1,21,40,asking,no,8,3,8,8,0,1,0,8,2
24,2,1,1,14,183,coast,coast,1,6,1,1,1,0,0,1,2
24,3,1,1,24,189,telling,no,8,3,8,8,0,1,0,8,2
24,4,1,2,6,167,happened,no,8,3,8,8,0,1,0,8,2
24,5,1,2,7,163,reasonable,resonable,0,6,2,2,1,0,0,1,2
24,6,2,1,9,66,message,no,8,5,8,8,0,1,0,8,2
24,7,2,1,13,75,shot,no,8,5,8,8,0,1,0,8,2
24,8,2,1,18,210,youth,youth,1,6,1,1,1,0,0,1,2
24,9,1,1,19,135,valley,no,8,5,8,8,0,1,0,8,2
24,10,1,2,2,30,eventually,no,8,3,8,8,0,1,0,8,2
24,11,2,1,3,39,became,no,8,3,8,8,0,1,0,8,2
24,12,2,2,4,134,believe,no,8,3,8,8,0,1,0,8,2
24,13,1,2,5,41,pair,no,8,3,8,8,0,1,0,8,2
24,14,2,2,11,59,clean,no,8,3,8,8,0,1,0,8,2
24,15,1,1,12,201,uncle,no,8,1,8,8,0,1,0,8,2
24,16,1,1,20,150,trip,no,8,1,8,8,0,1,0,8,2
24,17,2,2,22,126,bear,no,8,1,8,8,0,1,0,8,2
24,18,1,1,23,101,arms,no,8,1,8,8,0,1,0,8,2
24,19,1,2,1,56,vital,trip,0,6,4,12,0,0,1,3,2
24,20,2,2,15,68,neck,neck,1,6,1,1,1,0,0,1,2
24,21,2,2,8,108,chemical,no,8,2,8,8,0,1,0,8,2
24,22,1,2,10,18,sharp,trip,0,5,3,11,0,0,1,3,2
24,23,2,1,16,10,latter,no,8,1,8,8,0,1,0,8,2
24,24,2,2,17,125,afraid,no,8,1,8,8,0,1,0,8,2
23,1,1,1,1,125,cell,no,8,2,8,8,0,1,0,8,2
23,2,2,2,5,131,noted,no,8,1,8,8,0,1,0,8,2
23,3,1,2,6,208,perfect,perfect,1,4,1,1,1,0,0,1,2
23,4,2,1,3,45,ends,ends,1,4,1,1,1,0,0,1,2
23,5,2,1,9,140,share,shares,0,6,2,2,1,0,0,1,2
23,6,1,2,10,58,minds,no,8,4,8,8,0,1,0,8,2
23,7,2,2,8,98,pool,state,0,4,4,12,0,0,1,3,2
23,8,1,2,11,84,shot,shot,1,4,1,1,1,0,0,1,2
23,9,2,1,4,66,lack,no,8,4,8,8,0,1,0,8,2
23,10,2,2,12,72,merely,no,8,1,8,8,0,1,0,8,2
23,11,1,2,2,205,establish,no,8,3,8,8,0,1,0,8,2
23,12,2,1,14,110,identity,flesh,0,5,4,12,0,0,1,3,2
23,13,2,2,15,129,keeping,no,8,2,8,8,0,1,0,8,2
23,14,2,1,16,163,philosophy,philosophy,1,6,1,1,1,0,0,1,2
23,15,1,1,22,73,smile,smile,1,6,1,1,1,0,0,1,2
23,16,1,1,23,207,flesh,perfect,0,6,3,11,0,0,1,3,2
23,17,1,1,24,106,dance,no,8,3,8,8,0,1,0,8,2
23,18,1,2,18,206,frequently,no,8,3,8,8,0,1,0,8,2
23,19,1,1,19,210,sight,sight,1,6,1,1,1,0,0,1,2
23,20,2,2,13,117,faith,no,8,2,8,8,0,1,0,8,2
23,21,2,2,17,175,suggest,suggests,0,6,2,2,1,0,0,1,2
23,22,1,1,20,209,junior,no,8,1,8,8,0,1,0,8,2
23,23,2,1,7,112,boat,no,8,1,8,8,0,1,0,8,2
23,24,1,2,21,108,state,state,1,4,1,1,1,0,0,1,2
26,1,2,1,7,93,prevent,soldier,0,4,5,3,0,0,1,3,2
26,2,2,2,21,198,faces,faces,1,6,1,1,1,0,0,1,2
26,3,1,1,12,188,brief,no,8,2,8,8,0,1,0,8,2
26,4,1,2,19,95,liberal,liberal,1,6,1,1,1,0,0,1,2
26,5,2,1,4,199,fresh,no,8,2,8,8,0,1,0,8,2
26,6,2,2,22,200,lack,no,8,5,8,8,0,1,0,8,2
26,7,2,1,23,196,moment,no,8,4,8,8,0,1,0,8,2
26,8,2,2,3,117,impact,no,8,4,8,8,0,1,0,8,2
26,9,1,1,14,177,hall,hall,1,3,1,1,1,0,0,1,2
26,10,2,2,8,48,scene,no,8,3,8,8,0,1,0,8,2
26,11,2,2,10,155,someone,no,8,4,8,8,0,1,0,8,2
26,12,1,1,15,136,moon,lady,0,3,4,12,0,0,1,3,2
26,13,1,1,24,40,honor,forced,0,4,4,12,0,0,1,3,2
26,14,1,1,5,139,material,material,1,2,1,1,1,0,0,1,2
26,15,1,2,6,151,firms,no,8,4,8,8,0,1,0,8,2
26,16,1,2,13,91,obvious,material,0,6,3,11,0,0,1,3,2
26,17,2,1,1,203,nearly,no,8,1,8,8,0,1,0,8,2
26,18,1,2,20,176,pushed,no,8,1,8,8,0,1,0,8,2
26,19,1,2,18,80,increase,more,0,3,7,5,0,0,1,3,2
26,20,2,1,9,105,soldiers,no,8,2,8,8,0,1,0,8,2
26,21,1,2,17,39,lady,danger,0,2,7,7,0,0,1,3,2
26,22,2,2,2,202,exist,no,8,2,8,8,0,1,0,8,2
26,23,1,1,11,130,forced,no,8,2,8,8,0,1,0,8,2
26,24,2,1,16,201,question,no,8,2,8,8,0,1,0,8,2
25,1,1,1,19,2,broad,no,8,4,8,8,0,1,0,8,2
25,2,2,1,20,192,league,league,1,5,1,1,1,0,0,1,2
25,3,2,2,21,175,meant,no,8,3,8,8,0,1,0,8,2
25,4,2,1,23,20,period,period,1,5,1,1,1,0,0,1,2
25,5,2,1,24,86,caught,no,8,3,8,8,0,1,0,8,2
25,6,2,2,13,203,stage,theater,0,2,6,4,0,0,1,3,2
25,7,2,2,11,145,bank,goal,0,2,7,7,0,0,1,3,2
25,8,1,2,22,70,shoulder,shoulder,1,5,1,1,1,0,0,1,2
25,9,1,2,3,69,charge,charge,1,5,1,1,1,0,0,1,2
25,10,1,1,7,54,indicate,calculate,0,2,7,6,0,0,1,3,2
25,11,1,1,1,91,forward,yesterday,0,2,7,7,0,0,1,3,2
25,12,1,2,4,51,serious,confident,0,2,7,7,0,0,1,3,2
25,13,1,2,6,123,coffee,coffee,1,3,1,1,1,0,0,1,2
25,14,2,1,9,47,alone,no,8,3,8,8,0,1,0,8,2
25,15,2,2,12,52,called,no,8,3,8,8,0,1,0,8,2
25,16,2,2,10,106,lose,no,8,3,8,8,0,1,0,8,2
25,17,2,1,14,23,reach,reach,1,3,1,1,1,0,0,1,2
25,18,1,1,16,111,natural,natural,1,4,1,1,1,0,0,1,2
25,19,2,2,15,33,sitting,no,8,3,8,8,0,1,0,8,2
25,20,1,1,5,108,park,park,1,5,1,1,1,0,0,1,2
25,21,1,1,8,78,length,long,0,5,7,5,0,0,1,3,2
25,22,2,1,17,142,surface,no,8,3,8,8,0,1,0,8,2
25,23,1,2,2,24,interested,natural,0,2,3,11,0,0,1,3,2
25,24,1,2,18,154,previously,previously,1,2,1,1,1,0,0,1,2
27,1,2,2,3,168,choose,no,8,1,8,8,0,1,0,8,2
27,2,2,2,11,108,theory,study,0,5,7,7,0,0,1,3,2
27,3,1,2,14,202,equal,labor,0,6,4,12,0,0,1,3,2
27,4,1,1,15,54,theater,no,8,1,8,8,0,1,0,8,2
27,5,2,1,16,178,paid,no,8,2,8,8,0,1,0,8,2
27,6,2,1,24,183,marriage,no,8,2,8,8,0,1,0,8,2
27,7,1,2,1,208,dance,dance,1,5,1,1,1,0,0,1,2
27,8,2,2,5,90,stayed,no,8,1,8,8,0,1,0,8,2
27,9,2,2,8,50,nose,nose,1,6,1,1,1,0,0,1,2
27,10,2,1,10,58,sleep,no,8,1,8,8,0,1,0,8,2
27,11,2,2,13,7,soft,no,8,2,8,8,0,1,0,8,2
27,12,1,2,19,135,labor,labor,1,6,1,1,1,0,0,1,2
27,13,1,1,21,150,liberal,no,8,1,8,8,0,1,0,8,2
27,14,1,2,18,95,industry,sleep,0,2,5,3,0,0,1,3,2
27,15,1,2,17,121,least,no,8,1,8,8,0,1,0,8,2
27,16,2,1,12,147,respect,no,8,1,8,8,0,1,0,8,2
27,17,1,1,20,137,hole,no,8,1,8,8,0,1,0,8,2
27,18,1,1,22,146,noted,no,8,1,8,8,0,1,0,8,2
27,19,1,1,23,195,judge,no,8,1,8,8,0,1,0,8,2
27,20,2,1,4,45,quick,no,8,1,8,8,0,1,0,8,2
27,21,1,2,7,176,gives,sleep,0,4,5,3,0,0,1,3,2
27,22,2,1,6,19,editor,no,8,1,8,8,0,1,0,8,2
27,23,1,1,2,209,free,no,8,1,8,8,0,1,0,8,2
27,24,2,2,9,189,really,free,0,4,4,12,0,0,1,3,2
29,1,2,1,10,93,presence,no,8,2,8,8,0,1,0,8,2
29,2,1,1,21,115,cutting,cutting,1,6,1,1,1,0,0,1,2
29,3,1,2,22,189,efforts,no,8,1,8,8,0,1,0,8,2
29,4,1,1,23,117,nobody,nobody,1,5,1,1,1,0,0,1,2
29,5,2,1,17,207,increase,girl,0,3,5,3,0,0,1,3,2
29,6,2,2,1,31,regular,no,8,1,8,8,0,1,0,8,2
29,7,1,1,13,141,drink,somebody,0,3,4,12,0,0,1,3,2
29,8,1,2,14,21,enemy,enemy,1,6,1,1,1,0,0,1,2
29,9,2,2,3,210,girl,girl,1,6,1,1,1,0,0,1,2
29,10,1,2,18,182,metal,no,8,3,8,8,0,1,0,8,2
29,11,2,1,20,49,growing,no,8,2,8,8,0,1,0,8,2
29,12,2,1,24,209,liberal,no,8,2,8,8,0,1,0,8,2
29,13,1,2,2,42,boat,no,8,2,8,8,0,1,0,8,2
29,14,1,1,4,201,someone,no,8,2,8,8,0,1,0,8,2
29,15,1,2,8,193,somebody,no,8,2,8,8,0,1,0,8,2
29,16,1,2,12,192,judge,judge,1,5,1,1,1,0,0,1,2
29,17,2,1,15,205,stage,no,8,2,8,8,0,1,0,8,2
29,18,1,1,6,67,door,somebody,0,3,4,12,0,0,1,3,2
29,19,2,1,16,208,heart,heart,1,6,1,1,1,0,0,1,2
29,20,1,1,7,147,going,no,8,2,8,8,0,1,0,8,2
29,21,2,2,9,206,steps,no,8,2,8,8,0,1,0,8,2
29,22,2,2,19,149,lake,no,8,2,8,8,0,1,0,8,2
29,23,2,2,11,195,hung,no,8,2,8,8,0,1,0,8,2
29,24,2,2,5,91,rise,no,8,2,8,8,0,1,0,8,2
28,1,1,1,23,5,fall,fall,1,6,1,1,1,0,0,1,2
28,2,2,2,18,93,really,np,0,1,8,8,0,1,0,8,2
28,3,1,2,24,53,keep,no,8,1,8,8,0,1,0,8,2
28,4,2,1,4,50,seemed,no,8,1,8,8,0,1,0,8,2
28,5,2,2,3,8,called,no,8,1,8,8,0,1,0,8,2
28,6,1,2,12,55,foreign,foreign,1,6,1,1,1,0,0,1,2
28,7,2,1,9,154,provided,no,8,1,8,8,0,1,0,8,2
28,8,1,1,1,121,attitude,dozen,0,3,4,12,0,0,1,3,2
28,9,1,2,8,27,desk,no,8,1,8,8,0,1,0,8,2
28,10,2,1,11,23,income,no,8,1,8,8,0,1,0,8,2
28,11,1,1,13,65,John,john,0,6,1,1,1,0,0,1,2
28,12,1,1,14,106,dozen,no,8,2,8,8,0,1,0,8,2
28,13,2,2,15,129,enter,deeply,0,2,5,3,0,0,1,3,2
28,14,1,2,5,36,person,no,8,2,8,8,0,1,0,8,2
28,15,1,2,6,84,economy,economy,1,5,1,1,1,0,0,1,2
28,16,1,1,16,30,funds,no,8,2,8,8,0,1,0,8,2
28,17,2,2,17,43,ready,fear,0,4,7,7,0,0,1,3,2
28,18,2,1,19,119,region,no,8,1,8,8,0,1,0,8,2
28,19,1,2,2,120,lose,loose,0,4,2,2,1,0,0,1,2
28,20,2,2,20,139,lives,no,8,5,8,8,0,1,0,8,2
28,21,2,2,21,42,cold,no,8,5,8,8,0,1,0,8,2
28,22,1,1,22,67,daily,daily,1,5,1,1,1,0,0,1,2
28,23,2,1,7,155,deep,no,8,2,8,8,0,1,0,8,2
28,24,2,1,10,70,federal,no,8,5,8,8,0,1,0,8,2
30,1,2,2,7,176,material,no,8,2,8,8,0,1,0,8,2
30,2,1,2,8,135,elements,no,8,1,8,8,0,1,0,8,2
30,3,2,2,1,3,drop,no,8,1,8,8,0,1,0,8,2
30,4,2,1,5,11,increase,balance,0,3,6,4,0,0,1,3,2
30,5,2,2,6,90,meet,ages,0,5,4,12,0,0,1,3,2
30,6,1,1,9,138,famous,famous,1,5,1,1,1,0,0,1,2
30,7,1,2,13,84,influence,no,8,1,8,8,0,1,0,8,2
30,8,2,2,14,168,regular,index,0,5,4,12,0,0,1,3,2
30,9,1,2,18,124,double,double,1,3,1,1,1,0,0,1,2
30,10,2,1,19,170,scale,index,0,2,4,12,0,0,1,3,2
30,11,2,1,10,162,element,no,8,2,8,8,0,1,0,8,2
30,12,1,1,22,67,becomes,identity,0,6,7,7,0,0,1,3,2
30,13,2,1,17,177,smaller,smallest,0,6,2,2,1,0,0,1,2
30,14,1,1,4,148,sides,no,8,2,8,8,0,1,0,8,2
30,15,1,1,23,4,created,no,8,2,8,8,0,1,0,8,2
30,16,1,1,3,128,economy,balance,0,2,6,4,0,0,1,3,2
30,17,1,2,11,93,ages,no,8,1,8,8,0,1,0,8,2
30,18,2,2,21,32,meeting,no,8,2,8,8,0,1,0,8,2
30,19,1,1,24,41,index,no,8,2,8,8,0,1,0,8,2
30,20,1,2,12,72,hour,assigns,0,3,7,7,0,0,1,3,2
30,21,2,1,15,55,lord,meeting,0,4,5,3,0,0,1,3,2
30,22,1,2,20,121,actually,no,8,3,8,8,0,1,0,8,2
30,23,2,1,16,150,occurred,no,8,2,8,8,0,1,0,8,2
30,24,2,2,2,172,heart,no,8,3,8,8,0,1,0,8,2
32,1,2,2,8,184,pull,no,8,3,8,8,0,1,0,8,2
32,2,1,1,19,124,seemed,no,8,3,8,8,0,1,0,8,2
32,3,2,1,7,31,reach,no,8,3,8,8,0,1,0,8,2
32,4,2,2,9,45,ready,no,8,3,8,8,0,1,0,8,2
32,5,1,2,13,137,nuclear,no,8,3,8,8,0,1,0,8,2
32,6,2,1,23,176,industry,no,8,3,8,8,0,1,0,8,2
32,7,1,2,15,49,loved,no,8,3,8,8,0,1,0,8,2
32,8,1,1,12,11,disease,disease,1,3,1,1,1,0,0,1,2
32,9,2,1,3,186,mother,no,8,3,8,8,0,1,0,8,2
32,10,1,2,6,123,began,no,8,3,8,8,0,1,0,8,2
32,11,2,2,1,59,motion,no,8,3,8,8,0,1,0,8,2
32,12,2,2,10,63,grow,no,8,3,8,8,0,1,0,8,2
32,13,2,2,18,14,piece,no,8,3,8,8,0,1,0,8,2
32,14,2,2,4,169,available,no,8,3,8,8,0,1,0,8,2
32,15,1,1,11,73,theme,no,8,3,8,8,0,1,0,8,2
32,16,1,1,14,75,daily,no,8,3,8,8,0,1,0,8,2
32,17,1,1,20,62,message,no,8,3,8,8,0,1,0,8,2
32,18,2,1,21,15,killed,no,8,5,8,8,0,1,0,8,2
32,19,1,2,16,163,sexual,no,8,3,8,8,0,1,0,8,2
32,20,1,2,17,37,affairs,no,8,3,8,8,0,1,0,8,2
32,21,2,1,22,10,probably,no,8,3,8,8,0,1,0,8,2
32,22,2,1,2,179,armed,no,8,3,8,8,0,1,0,8,2
32,23,1,1,5,40,picture,picture,1,5,1,1,1,0,0,1,2
32,24,1,2,24,166,thin,thin,1,5,1,1,1,0,0,1,2
31,1,1,2,3,89,thick,thick,1,4,1,1,1,0,0,1,2
31,2,2,1,6,51,train,no,8,3,8,8,0,1,0,8,2
31,3,1,1,14,65,female,female,1,6,1,1,1,0,0,1,2
31,4,2,2,5,61,travel,travel,1,6,1,1,1,0,0,1,2
31,5,2,1,20,127,produce,produce,1,6,1,1,1,0,0,1,2
31,6,1,2,15,69,John,no,8,3,8,8,0,1,0,8,2
31,7,2,2,21,32,capacity,no,8,2,8,8,0,1,0,8,2
31,8,2,2,22,49,trip,no,8,3,8,8,0,1,0,8,2
31,9,1,1,24,18,theory,theory,1,6,1,1,1,0,0,1,2
31,10,1,2,11,111,forth,no,8,4,8,8,0,1,0,8,2
31,11,1,1,17,85,moment,forth,0,5,3,11,0,0,1,3,2
31,12,1,2,4,42,feet,feet,1,6,1,1,1,0,0,1,2
31,13,2,1,7,27,mass,no,8,4,8,8,0,1,0,8,2
31,14,2,2,12,117,narrow,narrow,1,6,1,1,1,0,0,1,2
31,15,2,2,18,70,solid,no,8,4,8,8,0,1,0,8,2
31,16,2,1,9,109,score,no,8,3,8,8,0,1,0,8,2
31,17,2,1,10,64,beach,no,8,4,8,8,0,1,0,8,2
31,18,1,1,1,71,earlier,natural,0,5,3,11,0,0,1,3,2
31,19,1,2,16,8,held,no,8,2,8,8,0,1,0,8,2
31,20,1,1,19,155,central,central,1,5,1,1,1,0,0,1,2
31,21,1,1,23,17,notice,notice,1,5,1,1,1,0,0,1,2
31,22,1,2,2,114,natural,natural,1,3,1,1,1,0,0,1,2
31,23,2,1,8,95,charge,no,8,4,8,8,0,1,0,8,2
31,24,2,2,13,39,truly,no,8,1,8,8,0,1,0,8,2
33,1,2,1,20,41,boat,no,8,1,8,8,0,1,0,8,2
33,2,2,1,1,141,difficult,no,8,1,8,8,0,1,0,8,2
33,3,2,2,12,3,town,no,8,1,8,8,0,1,0,8,2
33,4,1,1,22,69,study,group,0,3,3,11,0,0,1,3,2
33,5,2,2,4,119,find,no,8,2,8,8,0,1,0,8,2
33,6,1,2,23,40,proud,no,8,2,8,8,0,1,0,8,2
33,7,1,1,2,151,gives,style,0,3,3,11,0,0,1,3,2
33,8,1,1,6,70,liked,no,8,1,8,8,0,1,0,8,2
33,9,2,1,3,125,trees,no,8,1,8,8,0,1,0,8,2
33,10,2,1,19,60,system,no,8,1,8,8,0,1,0,8,2
33,11,1,2,15,71,group,no,8,3,8,8,0,1,0,8,2
33,12,2,2,24,51,sides,sides,1,6,1,1,1,0,0,1,2
33,13,2,1,8,107,thing,no,8,1,8,8,0,1,0,8,2
33,14,1,2,9,50,task,arts,0,2,4,12,0,0,1,3,2
33,15,1,2,5,135,philosophy,no,8,3,8,8,0,1,0,8,2
33,16,1,1,16,85,began,no,8,3,8,8,0,1,0,8,2
