Subject,Balance,PostMemCue,Condition,Block,WordPair,FreeRecallPair,FreeRecallSingleton,FreeRecallTotal,CuedRecall
11,C,**VVV**,Control,A1,Land - Gegenwart,,,,
11,C,**VVV**,Control,A2,Anspruch - Leiste,,,,
11,C,**EEE**,Control,A2,Düne - Arena,,,,1
11,C,**EEE**,Control,A2,Karton - Koffer,,,,1
11,C,**EEE**,Control,A2,Jahrhundert - Stern,,,,1
11,C,**VVV**,Control,A2,Prozent - Rasen,,,,
11,C,**EEE**,Control,A2,Verhältnis - Titel,,,,0
11,C,**EEE**,Control,A2,Waffe - Kamin,,,,1
11,C,**EEE**,Control,A2,Menge - Ziegel,,,,1
11,C,**VVV**,Control,A2,Ort - Blatt,,,,
11,C,**EEE**,Control,A2,Insel - Sofa,1,,1,1
11,C,**EEE**,Control,A2,Punkt - Woche,,,,1
11,C,**VVV**,Control,A2,Vater - Möglichkeit,,,,
11,C,**VVV**,Control,A2,Spiegel - Fenster,,,,
11,C,**VVV**,Control,A2,Schritt - Arbeit,,,,
11,C,**VVV**,Control,A2,Fassade - Girlande,,,,
11,C,**VVV**,Control,A2,Meinung - Macht,,,,
11,C,**EEE**,Control,A2,Zweifel - Aussicht,,,,0
11,C,**VVV**,Control,A2,Hocker - König,,,,
11,C,**EEE**,Control,A2,Tag - Wald,1,,1,1
11,C,**VVV**,Control,A2,Abkommen - Meer,,,,
11,C,**EEE**,Control,A2,Gesicht - Verwaltung,1,,1,1
11,C,**VVV**,Control,A2,Auge - Einfluss,,,,
11,C,**VVV**,Control,A2,Mund - Schrank,,,,
11,C,**EEE**,Control,A2,Führung - Wandern,1,,1,1
11,C,**VVV**,RehearsalAttention,B1,Gelegenheit - Ordner,,,,
11,C,**EEE**,RehearsalAttention,B1,Bauer - Versuch,,,,0
11,C,**VVV**,RehearsalAttention,B1,Arzt - Klasse,,,,
11,C,**VVV**,RehearsalAttention,B1,Behandlung - Schrift,,,,
11,C,**VVV**,RehearsalAttention,B1,Hälfte - Klettern,,,,
11,C,**VVV**,RehearsalAttention,B1,Stunde - Polizei,,,,
11,C,**EEE**,RehearsalAttention,B1,Inhalt - Zweck,,,,0
11,C,**VVV**,RehearsalAttention,B1,Schaden - Bein,,,,
11,C,**EEE**,RehearsalAttention,B1,Wasser - Brief,,,,1
11,C,**EEE**,RehearsalAttention,B1,Monat - Mitarbeiter,,,,0
11,C,**EEE**,RehearsalAttention,B1,Zeit - Ventil,,,,0
11,C,**VVV**,RehearsalAttention,B1,Partei - Herz,,,,
11,C,**EEE**,RehearsalAttention,B1,Kultur - Bedeutung,,,,0
11,C,**VVV**,RehearsalAttention,B1,Kaiser - Tat,,,,
11,C,**VVV**,RehearsalAttention,B1,Anzahl - Telefon,,,,
11,C,**EEE**,RehearsalAttention,B1,Schädel - Million,,,,1
11,C,**EEE**,RehearsalAttention,B1,Jugend - General,,,,0
11,C,**VVV**,RehearsalAttention,B1,Wesen - Durchführung,,,,
11,C,**EEE**,RehearsalAttention,B1,Mädchen - Ding,1,,1,1
11,C,**EEE**,RehearsalAttention,B1,Geschichte - Ergebnis,,,,0
11,C,**VVV**,RehearsalAttention,B1,Liebe - Sprache,,,,
11,C,**EEE**,RehearsalAttention,B1,Bereich - Berg,1,,1,1
11,C,**EEE**,RehearsalAttention,B1,Theater - Zeitung,1,,1,1
11,C,**VVV**,RehearsalAttention,B1,Seele - Presse,,,,
11,C,**VVV**,RehearsalAttention,B2,Geist - Lage,,,,
11,C,**VVV**,RehearsalAttention,B2,Grund - Urkunde,,,,
11,C,**EEE**,RehearsalAttention,B2,Haus - System,1,,1,1
11,C,**VVV**,RehearsalAttention,B2,Richtung - Maß,,,,
11,C,**EEE**,RehearsalAttention,B2,Raum - Berliner,,,,0
11,C,**VVV**,RehearsalAttention,B2,Entscheidung - Tüte,,,,
11,C,**EEE**,RehearsalAttention,B2,Chef - Acker,1,,1,1
11,C,**VVV**,RehearsalAttention,B2,Haltung - Ball,,,,
11,C,**EEE**,RehearsalAttention,B2,Prinzip - Zaun,,,,0
11,C,**EEE**,RehearsalAttention,B2,Industrie - Artikel,,,,0
11,C,**EEE**,RehearsalAttention,B2,Werk - Aufgabe,,,,0
11,C,**VVV**,RehearsalAttention,B2,Druck - Topf,,,,
11,C,**EEE**,RehearsalAttention,B2,Zahl - Verhalten,,,,0
11,C,**EEE**,RehearsalAttention,B2,Arme - Glück,1,,1,1
11,C,**EEE**,RehearsalAttention,B2,Funktion - Dorf,,1,0.5,0
11,C,**EEE**,RehearsalAttention,B2,Mitte - Stift,1,,1,1
11,C,**VVV**,RehearsalAttention,B2,Dame - Verfügung,,,,
11,C,**VVV**,RehearsalAttention,B2,Kenntnis - Wase,,,,
11,C,**VVV**,RehearsalAttention,B2,Staat - Regierung,,,,
11,C,**VVV**,RehearsalAttention,B2,Größe - Beschreibung,,,,
11,C,**VVV**,RehearsalAttention,B2,Umstand - Socken,,,,
11,C,**EEE**,RehearsalAttention,B2,Vorschlag - Poster,,,,0
11,C,**VVV**,RehearsalAttention,B2,Wissenschaft - Tasse,,,,
11,C,**EEE**,RehearsalAttention,B2,Idee - Morgen,1,,1,1
11,C,**VVV**,Attention,C1,Lackierung - Marathon,,,,
11,C,**EEE**,Attention,C1,Interesse - Schere,,,,0
11,C,**VVV**,Attention,C1,Urteil - Finger,,,,
11,C,**EEE**,Attention,C1,Form - Nagel,,,,0
11,C,**VVV**,Attention,C1,Winter - Marke,,,,
11,C,**VVV**,Attention,C1,Darstellung - Fluss,,,,
11,C,**VVV**,Attention,C1,Schüler - Leben,,,,
11,C,**EEE**,Attention,C1,Handel - Gewalt,,,,0
11,C,**EEE**,Attention,C1,Gitter - Schlauch,,,,0
11,C,**EEE**,Attention,C1,Denken - Park,,,,0
11,C,**EEE**,Attention,C1,Kommission - Seil,,,,0
11,C,**EEE**,Attention,C1,Produktion - Platz,,,,0
11,C,**VVV**,Attention,C1,Falle - Heizung,,,,
11,C,**EEE**,Attention,C1,Ansicht - Fisch,,,,0
11,C,**VVV**,Attention,C1,Opfer - Wolke,,,,
11,C,**EEE**,Attention,C1,Mitglied - Halle,,,,1
11,C,**VVV**,Attention,C1,Laden - Knopf,,,,
11,C,**VVV**,Attention,C1,Person - Schule,,,,
11,C,**VVV**,Attention,C1,Freibad - Abfall,,,,
11,C,**EEE**,Attention,C1,Küche - Gespräch,1,,1,1
11,C,**EEE**,Attention,C1,Schauspieler - Frau,,,,1
11,C,**EEE**,Attention,C1,Mönch - Minute,,,,0
11,C,**VVV**,Attention,C1,Beutel - Lenkrad,,,,
11,C,**VVV**,Attention,C1,Minister - Rolle,,,,
11,C,**VVV**,Attention,C2,Schreibtisch - Stelle,,,,
11,C,**EEE**,Attention,C2,Rahmen - Abend,,1,0.5,0
11,C,**VVV**,Attention,C2,Wagen - Decke,,,,
11,C,**EEE**,Attention,C2,Wahrheit - Leute,,,,0
11,C,**EEE**,Attention,C2,Sicherheit - Politik,,,,0
11,C,**EEE**,Attention,C2,Verfassung - Locher,,,,0
11,C,**EEE**,Attention,C2,Absicht - Welle,,,,0
11,C,**EEE**,Attention,C2,Schluß - Boot,1,,1,1
11,C,**EEE**,Attention,C2,Bett - Behälter,,,,0
11,C,**VVV**,Attention,C2,Mutter - Papier,,,,
11,C,**VVV**,Attention,C2,Freiheit - Reihe,,,,
11,C,**EEE**,Attention,C2,Gegner - Musik,,,,0
11,C,**VVV**,Attention,C2,Nation - Auffassung,,,,
11,C,**EEE**,Attention,C2,Revolution - Pfanne,,,,0
11,C,**VVV**,Attention,C2,Gesetz - Fräulein,,,,
11,C,**VVV**,Attention,C2,Richter - Konferenz,,,,
11,C,**EEE**,Attention,C2,Beginn - Gans,,,,0
11,C,**VVV**,Attention,C2,Schlüssel - Weg,,,,
11,C,**VVV**,Attention,C2,Gefahr - Zahn,,,,
11,C,**VVV**,Attention,C2,Soldat - Bericht,,,,
11,C,**VVV**,Attention,C2,Schwester - Entwicklung,,,,
11,C,**EEE**,Attention,C2,Klausur - Bauch,1,,1,1
11,C,**VVV**,Attention,C2,Zukunft - Hilfe,,,,
11,C,**EEE**,Attention,C2,Eltern - Salz,,1,0.5,0
11,C,**VVV**,Rehearsal,D1,Antrag - Sport,,,,
11,C,**EEE**,Rehearsal,D1,Ofen - Gardinen,1,,1,1
11,C,**VVV**,Rehearsal,D1,Feind - Bewusstsein,,,,
11,C,**VVV**,Rehearsal,D1,Kreis - Erkenntnis,,,,
11,C,**VVV**,Rehearsal,D1,Tür - Theorie,,,,
11,C,**EEE**,Rehearsal,D1,Abschluss - Rathaus,1,,1,1
11,C,**EEE**,Rehearsal,D1,Wirkung - Vertreter,,,,0
11,C,**VVV**,Rehearsal,D1,Wort - Anwendung,,,,
11,C,**VVV**,Rehearsal,D1,Tanne - Geige,,,,
11,C,**VVV**,Rehearsal,D1,Organisation - Statue,,,,
11,C,**VVV**,Rehearsal,D1,Gefühl - Wert,,,,
11,C,**EEE**,Rehearsal,D1,Wirtschaft - Vertrag,,,,0
11,C,**EEE**,Rehearsal,D1,Luft - Unterstützung,,,,0
11,C,**EEE**,Rehearsal,D1,Schneider - Nacht,,,,0
11,C,**VVV**,Rehearsal,D1,Kopf - Leitung,,,,
11,C,**VVV**,Rehearsal,D1,Natur - Blick,,,,
11,C,**EEE**,Rehearsal,D1,Mensch - Rechte,,,,1
11,C,**VVV**,Rehearsal,D1,Kirche - Zimmer,,,,
11,C,**EEE**,Rehearsal,D1,Farbe - Roller,,,,0
11,C,**EEE**,Rehearsal,D1,Rede - Vorstellung,,,,0
11,C,**VVV**,Rehearsal,D1,Erfahrung - Sand,,,,
11,C,**EEE**,Rehearsal,D1,Boden - Gebiet,,,,0
11,C,**EEE**,Rehearsal,D1,Regel - Bild,1,,1,1
11,C,**EEE**,Rehearsal,D1,Erde - Ordnung,,,,0
11,C,**EEE**,Rehearsal,D2,Mittel - Zusammenhang,,,,0
11,C,**VVV**,Rehearsal,D2,Kosten - Jahr,,,,
11,C,**VVV**,Rehearsal,D2,Kind - Gericht,,,,
11,C,**VVV**,Rehearsal,D2,Kritik - Buch,,,,
11,C,**EEE**,Rehearsal,D2,Verlobung - Augenblick,,,,1
11,C,**EEE**,Rehearsal,D2,Volk - Straße,,,,0
11,C,**VVV**,Rehearsal,D2,Ausdruck - Bruder,,,,
11,C,**EEE**,Rehearsal,D2,Teil - Besen,,,,0
11,C,**VVV**,Rehearsal,D2,Rat - Stein,,,,
11,C,**EEE**,Rehearsal,D2,Lösung - Körper,,1,0.5,0
11,C,**VVV**,Rehearsal,D2,Gegenstand - Pferd,,,,
11,C,**EEE**,Rehearsal,D2,Stachel - Armee,,,,1
11,C,**VVV**,Rehearsal,D2,Ozean - Lehne,,,,
11,C,**VVV**,Rehearsal,D2,Hand - Planet,,,,
11,C,**EEE**,Rehearsal,D2,Beispiel - Blut,,,,0
11,C,**VVV**,Rehearsal,D2,Welt - Willen,,,,
11,C,**EEE**,Rehearsal,D2,Untersuchung - Brücke,,,,0
11,C,**VVV**,Rehearsal,D2,Tatsache - Schläger,,,,
11,C,**EEE**,Rehearsal,D2,Stimme - Tätigkeit,,,,0
11,C,**EEE**,Rehearsal,D2,Gruppe - Stück,,,,0
11,C,**EEE**,Rehearsal,D2,Tier - Flasche,1,,1,1
11,C,**EEE**,Rehearsal,D2,Schutz - Bildung,,,,0
11,C,**VVV**,Rehearsal,D2,Stamm - Garten,,,,
11,C,**VVV**,Rehearsal,D2,Zustand - Schnee,,,,
12,D,**VVV**,Control,A1,Verhandlung - Westen,,,,
12,D,**VVV**,Control,A1,Schicksal - Weise,,,,
12,D,**VVV**,Control,A1,Folge - Kabel,,,,
12,D,**EEE**,Control,A1,Spiel - Gegensatz,,,,0
12,D,**VVV**,Control,A1,Gedanke - Linie,,,,
12,D,**EEE**,Control,A1,Kacheln - Scheibe,,1,0.5,0
12,D,**EEE**,Control,A1,Rücken - Angst,,,,0
12,D,**VVV**,Control,A1,Preis - Schwierigkeit,,,,
12,D,**VVV**,Control,A1,Bürger - Philosophie,,,,
12,D,**EEE**,Control,A1,Heimat - Eindruck,,,,0
12,D,**VVV**,Control,A1,Sohn - Angeklagte,,,,
12,D,**VVV**,Control,A1,Einheit - Erklärung,,,,
12,D,**EEE**,Control,A1,Name - Akademie,,,,0
12,D,**VVV**,Control,A1,Nähe - Computer,,,,
12,D,**EEE**,Control,A1,Wohnung - Stadt,,,,1
12,D,**EEE**,Control,A1,Land - Gegenwart,,1,0.5,0
12,D,**EEE**,Control,A1,Verbindung - Seite,,,,0
12,D,**EEE**,Control,A1,Zeichen - Sache,1,,1,1
12,D,**EEE**,Control,A1,Krieg - Foto,1,,1,1
12,D,**EEE**,Control,A1,Satz - Bevölkerung,,,,0
12,D,**EEE**,Control,A1,Hoffnung - Bedingung,,,,0
12,D,**VVV**,Control,A1,Gestalt - Karte,,,,
12,D,**VVV**,Control,A1,Wein - Unterführung,,,,
12,D,**VVV**,Control,A1,Literatur - Wirklichkeit,,,,
12,D,**VVV**,Control,A2,Menge - Ziegel,,,,
12,D,**EEE**,Control,A2,Mund - Schrank,1,,1,1
12,D,**EEE**,Control,A2,Prozent - Rasen,,,,1
12,D,**VVV**,Control,A2,Waffe - Kamin,,,,
12,D,**EEE**,Control,A2,Fassade - Girlande,,,,0
12,D,**VVV**,Control,A2,Verhältnis - Titel,,,,
12,D,**VVV**,Control,A2,Führung - Wandern,,,,
12,D,**VVV**,Control,A2,Insel - Sofa,,,,
12,D,**EEE**,Control,A2,Abkommen - Meer,,,,0
12,D,**EEE**,Control,A2,Meinung - Macht,,,,0
12,D,**VVV**,Control,A2,Gesicht - Verwaltung,,,,
12,D,**VVV**,Control,A2,Karton - Koffer,,,,
12,D,**VVV**,Control,A2,Düne - Arena,,,,
12,D,**EEE**,Control,A2,Auge - Einfluss,1,,1,1
12,D,**VVV**,Control,A2,Jahrhundert - Stern,,,,
12,D,**EEE**,Control,A2,Hocker - König,,,,0
12,D,**EEE**,Control,A2,Ort - Blatt,,,,0
12,D,**EEE**,Control,A2,Anspruch - Leiste,,,,0
12,D,**VVV**,Control,A2,Zweifel - Aussicht,,,,
12,D,**VVV**,Control,A2,Tag - Wald,,,,
12,D,**VVV**,Control,A2,Punkt - Woche,,,,
12,D,**EEE**,Control,A2,Spiegel - Fenster,,,,0
12,D,**EEE**,Control,A2,Schritt - Arbeit,,,,0
12,D,**EEE**,Control,A2,Vater - Möglichkeit,1,,1,1
12,D,**VVV**,RehearsalAttention,B1,Monat - Mitarbeiter,,,,
12,D,**EEE**,RehearsalAttention,B1,Wesen - Durchführung,,,,0
12,D,**VVV**,RehearsalAttention,B1,Inhalt - Zweck,,,,
12,D,**VVV**,RehearsalAttention,B1,Bauer - Versuch,,,,
12,D,**VVV**,RehearsalAttention,B1,Theater - Zeitung,,,,
12,D,**EEE**,RehearsalAttention,B1,Hälfte - Klettern,,,,0
12,D,**EEE**,RehearsalAttention,B1,Schaden - Bein,,,,0
12,D,**VVV**,RehearsalAttention,B1,Mädchen - Ding,,,,
12,D,**VVV**,RehearsalAttention,B1,Kultur - Bedeutung,,,,
12,D,**EEE**,RehearsalAttention,B1,Gelegenheit - Ordner,,,,0
12,D,**EEE**,RehearsalAttention,B1,Liebe - Sprache,,,,1
12,D,**EEE**,RehearsalAttention,B1,Kaiser - Tat,,,,0
12,D,**EEE**,RehearsalAttention,B1,Partei - Herz,,,,0
12,D,**VVV**,RehearsalAttention,B1,Wasser - Brief,,,,
12,D,**EEE**,RehearsalAttention,B1,Seele - Presse,,,,0
12,D,**EEE**,RehearsalAttention,B1,Arzt - Klasse,,,,0
12,D,**VVV**,RehearsalAttention,B1,Geschichte - Ergebnis,,,,
12,D,**EEE**,RehearsalAttention,B1,Stunde - Polizei,,,,0
12,D,**VVV**,RehearsalAttention,B1,Zeit - Ventil,,,,
12,D,**EEE**,RehearsalAttention,B1,Anzahl - Telefon,,,,0
12,D,**EEE**,RehearsalAttention,B1,Behandlung - Schrift,,,,0
12,D,**VVV**,RehearsalAttention,B1,Jugend - General,,,,
12,D,**VVV**,RehearsalAttention,B1,Schädel - Million,,,,
12,D,**VVV**,RehearsalAttention,B1,Bereich - Berg,,,,
12,D,**VVV**,RehearsalAttention,B2,Raum - Berliner,,,,
12,D,**EEE**,RehearsalAttention,B2,Geist - Lage,,,,0
12,D,**EEE**,RehearsalAttention,B2,Größe - Beschreibung,,,,0
12,D,**VVV**,RehearsalAttention,B2,Funktion - Dorf,,,,
12,D,**VVV**,RehearsalAttention,B2,Mitte - Stift,,,,
12,D,**EEE**,RehearsalAttention,B2,Kenntnis - Wase,,1,0.5,0
12,D,**EEE**,RehearsalAttention,B2,Umstand - Socken,,,,0
12,D,**EEE**,RehearsalAttention,B2,Entscheidung - Tüte,,,,0
12,D,**EEE**,RehearsalAttention,B2,Dame - Verfügung,,,,0
12,D,**EEE**,RehearsalAttention,B2,Richtung - Maß,,,,0
12,D,**EEE**,RehearsalAttention,B2,Grund - Urkunde,,,,0
12,D,**VVV**,RehearsalAttention,B2,Idee - Morgen,,,,
12,D,**VVV**,RehearsalAttention,B2,Zahl - Verhalten,,,,
12,D,**VVV**,RehearsalAttention,B2,Haus - System,,,,
12,D,**EEE**,RehearsalAttention,B2,Druck - Topf,,,,0
12,D,**VVV**,RehearsalAttention,B2,Chef - Acker,,,,
12,D,**VVV**,RehearsalAttention,B2,Werk - Aufgabe,,,,
12,D,**EEE**,RehearsalAttention,B2,Staat - Regierung,,1,0.5,1
12,D,**VVV**,RehearsalAttention,B2,Arme - Glück,,,,
12,D,**VVV**,RehearsalAttention,B2,Vorschlag - Poster,,,,
12,D,**VVV**,RehearsalAttention,B2,Prinzip - Zaun,,,,
12,D,**VVV**,RehearsalAttention,B2,Industrie - Artikel,,,,
12,D,**EEE**,RehearsalAttention,B2,Wissenschaft - Tasse,,,,0
12,D,**EEE**,RehearsalAttention,B2,Haltung - Ball,,,,0
12,D,**EEE**,Attention,C1,Lackierung - Marathon,,,,0
12,D,**VVV**,Attention,C1,Interesse - Schere,,,,
12,D,**VVV**,Attention,C1,Mitglied - Halle,,,,
12,D,**EEE**,Attention,C1,Urteil - Finger,,,,0
12,D,**EEE**,Attention,C1,Laden - Knopf,,,,0
12,D,**EEE**,Attention,C1,Schüler - Leben,,,,0
12,D,**VVV**,Attention,C1,Ansicht - Fisch,,,,
12,D,**VVV**,Attention,C1,Kommission - Seil,,,,
12,D,**VVV**,Attention,C1,Produktion - Platz,,,,
12,D,**VVV**,Attention,C1,Handel - Gewalt,,,,
12,D,**VVV**,Attention,C1,Schauspieler - Frau,,,,
12,D,**EEE**,Attention,C1,Falle - Heizung,,,,0
12,D,**EEE**,Attention,C1,Opfer - Wolke,,,,0
12,D,**VVV**,Attention,C1,Gitter - Schlauch,,,,
12,D,**EEE**,Attention,C1,Beutel - Lenkrad,,,,1
12,D,**EEE**,Attention,C1,Freibad - Abfall,,,,0
12,D,**EEE**,Attention,C1,Minister - Rolle,,,,0
12,D,**VVV**,Attention,C1,Küche - Gespräch,,,,
12,D,**EEE**,Attention,C1,Darstellung - Fluss,,,,0
12,D,**EEE**,Attention,C1,Person - Schule,,,,0
12,D,**EEE**,Attention,C1,Winter - Marke,,,,0
12,D,**VVV**,Attention,C1,Mönch - Minute,,,,
12,D,**VVV**,Attention,C1,Form - Nagel,,,,
12,D,**VVV**,Attention,C1,Denken - Park,,,,
12,D,**VVV**,Attention,C2,Bett - Behälter,,,,
12,D,**VVV**,Attention,C2,Revolution - Pfanne,,,,
12,D,**VVV**,Attention,C2,Beginn - Gans,,,,
12,D,**VVV**,Attention,C2,Verfassung - Locher,,,,
12,D,**EEE**,Attention,C2,Schwester - Entwicklung,,,,0
12,D,**EEE**,Attention,C2,Soldat - Bericht,,,,0
12,D,**VVV**,Attention,C2,Rahmen - Abend,,,,
12,D,**EEE**,Attention,C2,Nation - Auffassung,,,,0
12,D,**EEE**,Attention,C2,Schlüssel - Weg,,,,0
12,D,**VVV**,Attention,C2,Wahrheit - Leute,,,,
12,D,**EEE**,Attention,C2,Schreibtisch - Stelle,,,,0
12,D,**EEE**,Attention,C2,Gefahr - Zahn,,1,0.5,0
12,D,**VVV**,Attention,C2,Eltern - Salz,,,,
12,D,**EEE**,Attention,C2,Zukunft - Hilfe,,,,0
12,D,**EEE**,Attention,C2,Mutter - Papier,,,,0
12,D,**VVV**,Attention,C2,Gegner - Musik,,,,
12,D,**VVV**,Attention,C2,Sicherheit - Politik,,,,
12,D,**EEE**,Attention,C2,Freiheit - Reihe,,,,0
12,D,**EEE**,Attention,C2,Richter - Konferenz,,,,0
12,D,**VVV**,Attention,C2,Absicht - Welle,,,,
12,D,**EEE**,Attention,C2,Wagen - Decke,,,,0
12,D,**EEE**,Attention,C2,Gesetz - Fräulein,,1,0.5,0
12,D,**VVV**,Attention,C2,Schluß - Boot,,,,
12,D,**VVV**,Attention,C2,Klausur - Bauch,,,,
12,D,**EEE**,Rehearsal,D1,Wort - Anwendung,,,,0
12,D,**EEE**,Rehearsal,D1,Gefühl - Wert,,,,0
12,D,**VVV**,Rehearsal,D1,Regel - Bild,,,,
12,D,**VVV**,Rehearsal,D1,Farbe - Roller,,,,
12,D,**VVV**,Rehearsal,D1,Wirkung - Vertreter,,,,
12,D,**EEE**,Rehearsal,D1,Erfahrung - Sand,,,,0
12,D,**EEE**,Rehearsal,D1,Kirche - Zimmer,,,,1
12,D,**EEE**,Rehearsal,D1,Kopf - Leitung,,,,0
12,D,**EEE**,Rehearsal,D1,Feind - Bewusstsein,,,,0
12,D,**VVV**,Rehearsal,D1,Boden - Gebiet,,,,
12,D,**EEE**,Rehearsal,D1,Natur - Blick,,,,0
12,D,**EEE**,Rehearsal,D1,Antrag - Sport,,,,0
12,D,**EEE**,Rehearsal,D1,Tanne - Geige,,,,0
12,D,**VVV**,Rehearsal,D1,Erde - Ordnung,,,,
12,D,**VVV**,Rehearsal,D1,Luft - Unterstützung,,,,
12,D,**VVV**,Rehearsal,D1,Mensch - Rechte,,,,
12,D,**VVV**,Rehearsal,D1,Rede - Vorstellung,,,,
12,D,**VVV**,Rehearsal,D1,Schneider - Nacht,,,,
12,D,**VVV**,Rehearsal,D1,Wirtschaft - Vertrag,,,,
12,D,**VVV**,Rehearsal,D1,Ofen - Gardinen,,,,
12,D,**EEE**,Rehearsal,D1,Organisation - Statue,,,,0
12,D,**EEE**,Rehearsal,D1,Kreis - Erkenntnis,,1,0.5,0
12,D,**EEE**,Rehearsal,D1,Tür - Theorie,,,,0
12,D,**VVV**,Rehearsal,D1,Abschluss - Rathaus,,,,
12,D,**EEE**,Rehearsal,D2,Welt - Willen,,,,0
12,D,**EEE**,Rehearsal,D2,Kosten - Jahr,,,,0
12,D,**VVV**,Rehearsal,D2,Stimme - Tätigkeit,,,,
12,D,**EEE**,Rehearsal,D2,Ausdruck - Bruder,,1,0.5,1
12,D,**EEE**,Rehearsal,D2,Kind - Gericht,,,,0
12,D,**VVV**,Rehearsal,D2,Verlobung - Augenblick,,,,
12,D,**EEE**,Rehearsal,D2,Ozean - Lehne,,,,0
12,D,**VVV**,Rehearsal,D2,Stachel - Armee,,,,
12,D,**VVV**,Rehearsal,D2,Beispiel - Blut,,,,
12,D,**VVV**,Rehearsal,D2,Schutz - Bildung,,,,
12,D,**EEE**,Rehearsal,D2,Zustand - Schnee,,,,0
12,D,**VVV**,Rehearsal,D2,Tier - Flasche,,,,
12,D,**EEE**,Rehearsal,D2,Hand - Planet,1,,1,1
12,D,**EEE**,Rehearsal,D2,Tatsache - Schläger,,,,0
12,D,**EEE**,Rehearsal,D2,Stamm - Garten,,,,1
12,D,**VVV**,Rehearsal,D2,Teil - Besen,,,,
12,D,**VVV**,Rehearsal,D2,Volk - Straße,,,,
12,D,**VVV**,Rehearsal,D2,Mittel - Zusammenhang,,,,
12,D,**VVV**,Rehearsal,D2,Untersuchung - Brücke,,,,
12,D,**EEE**,Rehearsal,D2,Kritik - Buch,1,,1,1
12,D,**EEE**,Rehearsal,D2,Rat - Stein,,,,0
12,D,**VVV**,Rehearsal,D2,Lösung - Körper,,,,
12,D,**EEE**,Rehearsal,D2,Gegenstand - Pferd,,,,0
12,D,**VVV**,Rehearsal,D2,Gruppe - Stück,,,,
13,A,**EEE**,RehearsalAttention,A1,Funktion - Dorf,,,,0
13,A,**VVV**,RehearsalAttention,A1,Wissenschaft - Tasse,,,,
13,A,**EEE**,RehearsalAttention,A1,Arme - Glück,,,,0
13,A,**EEE**,RehearsalAttention,A1,Industrie - Artikel,1,,1,1
13,A,**VVV**,RehearsalAttention,A1,Umstand - Socken,,,,
13,A,**VVV**,RehearsalAttention,A1,Entscheidung - Tüte,,,,
13,A,**EEE**,RehearsalAttention,A1,Vorschlag - Poster,,,,0
13,A,**EEE**,RehearsalAttention,A1,Prinzip - Zaun,,,,0
13,A,**EEE**,RehearsalAttention,A1,Werk - Aufgabe,,,,0
13,A,**VVV**,RehearsalAttention,A1,Staat - Regierung,,,,
13,A,**VVV**,RehearsalAttention,A1,Grund - Urkunde,,,,
13,A,**EEE**,RehearsalAttention,A1,Raum - Berliner,1,,1,1
13,A,**EEE**,RehearsalAttention,A1,Haus - System,,,,1
13,A,**VVV**,RehearsalAttention,A1,Richtung - Maß,,,,
13,A,**VVV**,RehearsalAttention,A1,Dame - Verfügung,,,,
13,A,**VVV**,RehearsalAttention,A1,Druck - Topf,,,,
13,A,**VVV**,RehearsalAttention,A1,Haltung - Ball,,,,
13,A,**EEE**,RehearsalAttention,A1,Chef - Acker,1,,1,1
13,A,**EEE**,RehearsalAttention,A1,Zahl - Verhalten,,,,0
13,A,**VVV**,RehearsalAttention,A1,Kenntnis - Wase,,,,
13,A,**VVV**,RehearsalAttention,A1,Größe - Beschreibung,,,,
13,A,**EEE**,RehearsalAttention,A1,Idee - Morgen,,,,1
13,A,**EEE**,RehearsalAttention,A1,Mitte - Stift,,,,1
13,A,**VVV**,RehearsalAttention,A1,Geist - Lage,,,,
13,A,**EEE**,RehearsalAttention,A2,Bereich - Berg,,,,0
13,A,**EEE**,RehearsalAttention,A2,Wasser - Brief,,,,0
13,A,**EEE**,RehearsalAttention,A2,Jugend - General,,,,1
13,A,**VVV**,RehearsalAttention,A2,Arzt - Klasse,,,,
13,A,**EEE**,RehearsalAttention,A2,Kultur - Bedeutung,,,,1
13,A,**VVV**,RehearsalAttention,A2,Stunde - Polizei,,,,
13,A,**VVV**,RehearsalAttention,A2,Seele - Presse,,,,
13,A,**VVV**,RehearsalAttention,A2,Hälfte - Klettern,,,,
13,A,**VVV**,RehearsalAttention,A2,Schaden - Bein,,,,
13,A,**VVV**,RehearsalAttention,A2,Partei - Herz,,,,
13,A,**EEE**,RehearsalAttention,A2,Inhalt - Zweck,1,,1,1
13,A,**VVV**,RehearsalAttention,A2,Behandlung - Schrift,,,,
13,A,**VVV**,RehearsalAttention,A2,Wesen - Durchführung,,,,
13,A,**EEE**,RehearsalAttention,A2,Monat - Mitarbeiter,,,,1
13,A,**EEE**,RehearsalAttention,A2,Schädel - Million,1,,1,1
13,A,**VVV**,RehearsalAttention,A2,Gelegenheit - Ordner,,,,
13,A,**EEE**,RehearsalAttention,A2,Geschichte - Ergebnis,1,,1,1
13,A,**EEE**,RehearsalAttention,A2,Bauer - Versuch,1,,1,1
13,A,**VVV**,RehearsalAttention,A2,Kaiser - Tat,,,,
13,A,**EEE**,RehearsalAttention,A2,Zeit - Ventil,,,,0
13,A,**EEE**,RehearsalAttention,A2,Theater - Zeitung,,,,1
13,A,**VVV**,RehearsalAttention,A2,Anzahl - Telefon,,,,
13,A,**EEE**,RehearsalAttention,A2,Mädchen - Ding,,,,1
