Subject,WordPair,MemCuePost,CuedRecall,FreeRecall_Total_prob
27,Truppe - Uhr,**VVV**,0,0
27,Tochter - Dienst,**EEE**,1,1
27,Soldat - Bericht,**EEE**,1,1
27,Recht - Frage,**EEE**,0,0
27,Himmel - Kraft,**EEE**,0,0
27,Rahmen - Abend,**VVV**,0,0
27,Spiegel - Fenster,**VVV**,0,0
27,Höhe - Kapital,**VVV**,0,0
27,Staat - Regierung,**EEE**,1,1
27,Zeit - Ventil,**VVV**,0,0
27,Kosten - Jahr,**VVV**,1,0
27,Arzt - Klasse,**EEE**,1,0
27,Partei - Herz,**VVV**,1,1
27,Haus - System,**EEE**,0,0
27,Gesicht - Verwaltung,**EEE**,0,0
27,Zeichen - Sache,**VVV**,0,0
27,Wasser - Brief,**VVV**,0,0
27,Gegner - Musik,**EEE**,0,0
27,Zukunft - Hilfe,**EEE**,0,0
28,Partei - Herz,**EEE**,1,1
28,Kirche - Zimmer,**VVV**,0,0
28,Soldat - Bericht,**VVV**,0,0
28,Himmel - Kraft,**VVV**,0,0
28,Truppe - Uhr,**EEE**,1,1
28,Arzt - Klasse,**VVV**,0,0
28,Liebe - Sprache,**EEE**,1,1
28,Gegner - Musik,**VVV**,0,0
28,Zeichen - Sache,**EEE**,1,1
28,Recht - Frage,**VVV**,0,0
28,Zeit - Ventil,**EEE**,0,0
28,Beziehung - Wunsch,**EEE**,1,1
28,Tochter - Dienst,**VVV**,0,0
28,Spiegel - Fenster,**EEE**,0,0
28,Haus - System,**VVV**,0,0
28,Stimme - Tätigkeit,**EEE**,0,0
28,Zukunft - Hilfe,**VVV**,0,0
28,Staat - Regierung,**VVV**,0,0
28,Seele - Presse,**VVV**,0,0
28,Rahmen - Abend,**EEE**,1,1
28,Höhe - Kapital,**EEE**,1,1
28,Wasser - Brief,**EEE**,0,0
28,Kosten - Jahr,**EEE**,0,0.5
28,Gesicht - Verwaltung,**VVV**,0,0
29,Höhe - Kapital,**VVV**,0,0
29,Truppe - Uhr,**VVV**,0,0
29,Himmel - Kraft,**EEE**,1,1
29,Zeichen - Sache,**VVV**,0,0
29,Kirche - Zimmer,**EEE**,1,1
29,Staat - Regierung,**EEE**,1,0.5
29,Beziehung - Wunsch,**VVV**,0,0.5
29,Seele - Presse,**EEE**,0,0
29,Stimme - Tätigkeit,**VVV**,0,0
29,Haus - System,**EEE**,1,0
29,Rahmen - Abend,**VVV**,0,0
29,Recht - Frage,**EEE**,0,0
29,Spiegel - Fenster,**VVV**,1,0
29,Gegner - Musik,**EEE**,0,0
29,Kosten - Jahr,**VVV**,0,0
29,Gesicht - Verwaltung,**EEE**,0,0.5
29,Zeit - Ventil,**VVV**,0,0
29,Liebe - Sprache,**VVV**,0,0.5
29,Zukunft - Hilfe,**EEE**,0,0
29,Soldat - Bericht,**EEE**,0,0
29,Arzt - Klasse,**EEE**,1,1
29,Wasser - Brief,**VVV**,0,0
29,Partei - Herz,**VVV**,1,1
29,Tochter - Dienst,**EEE**,0,0
30,Haus - System,**VVV**,0,0
30,Rahmen - Abend,**EEE**,1,1
30,Zeit - Ventil,**EEE**,1,1
30,Recht - Frage,**VVV**,0,0
30,Zukunft - Hilfe,**VVV**,0,0
30,Arzt - Klasse,**VVV**,0,0
30,Gesicht - Verwaltung,**VVV**,0,0
30,Seele - Presse,**VVV**,0,0
30,Soldat - Bericht,**VVV**,1,0
30,Staat - Regierung,**VVV**,0,0
30,Tochter - Dienst,**VVV**,0,0
30,Gegner - Musik,**VVV**,0,0
30,Beziehung - Wunsch,**EEE**,1,1
30,Kirche - Zimmer,**VVV**,0,0.5
30,Liebe - Sprache,**EEE**,1,1
30,Höhe - Kapital,**EEE**,0,0
30,Kosten - Jahr,**EEE**,0,0
30,Stimme - Tätigkeit,**EEE**,0,0
30,Truppe - Uhr,**EEE**,0,0
30,Zeichen - Sache,**EEE**,0,0
30,Himmel - Kraft,**VVV**,0,0.5
30,Partei - Herz,**EEE**,0,0
30,Spiegel - Fenster,**EEE**,1,1
30,Wasser - Brief,**EEE**,0,0
31,Kosten - Jahr,**VVV**,0,0
31,Rahmen - Abend,**VVV**,0,0
31,Wasser - Brief,**VVV**,0,0
31,Haus - System,**EEE**,1,1
31,Beziehung - Wunsch,**VVV**,1,0
31,Zukunft - Hilfe,**EEE**,1,1
31,Zeit - Ventil,**VVV**,0,0
31,Stimme - Tätigkeit,**VVV**,0,0
31,Spiegel - Fenster,**VVV**,0,0
31,Gesicht - Verwaltung,**EEE**,1,0
31,Staat - Regierung,**EEE**,1,1
31,Kirche - Zimmer,**EEE**,1,0
31,Gegner - Musik,**EEE**,0,0
31,Truppe - Uhr,**VVV**,0,0
31,Liebe - Sprache,**VVV**,0,0
31,Seele - Presse,**EEE**,1,1
31,Arzt - Klasse,**EEE**,0,0
31,Partei - Herz,**VVV**,1,0
31,Höhe - Kapital,**VVV**,0,0
31,Recht - Frage,**EEE**,0,0
31,Himmel - Kraft,**EEE**,1,1
31,Tochter - Dienst,**EEE**,1,1
31,Soldat - Bericht,**EEE**,0,0.5
31,Zeichen - Sache,**VVV**,0,0
32,Himmel - Kraft,**VVV**,0,0
32,Haus - System,**VVV**,0,0
32,Tochter - Dienst,**VVV**,0,0
32,Rahmen - Abend,**EEE**,0,0
32,Kosten - Jahr,**EEE**,1,1
32,Soldat - Bericht,**VVV**,0,0
32,Zeichen - Sache,**EEE**,0,0
32,Beziehung - Wunsch,**EEE**,1,0
32,Liebe - Sprache,**EEE**,0,0
32,Partei - Herz,**EEE**,1,1
32,Staat - Regierung,**VVV**,1,1
32,Gegner - Musik,**VVV**,0,0
32,Wasser - Brief,**EEE**,1,1
32,Zeit - Ventil,**EEE**,1,1
32,Spiegel - Fenster,**EEE**,0,0
32,Stimme - Tätigkeit,**EEE**,0,0
32,Gesicht - Verwaltung,**VVV**,0,0
32,Seele - Presse,**VVV**,0,0
32,Zukunft - Hilfe,**VVV**,0,0
32,Arzt - Klasse,**VVV**,0,0
32,Recht - Frage,**VVV**,0,0
32,Höhe - Kapital,**EEE**,0,0
32,Truppe - Uhr,**EEE**,0,0
32,Kirche - Zimmer,**VVV**,0,0
33,Spiegel - Fenster,**VVV**,0,0
33,Recht - Frage,**EEE**,0,0.5
33,Zeichen - Sache,**VVV**,0,0
33,Haus - System,**EEE**,1,1
33,Liebe - Sprache,**VVV**,0,0
33,Beziehung - Wunsch,**VVV**,1,0
33,Kosten - Jahr,**VVV**,0,0
33,Tochter - Dienst,**EEE**,1,1
33,Partei - Herz,**VVV**,0,0
33,Gegner - Musik,**EEE**,1,1
33,Höhe - Kapital,**VVV**,0,0
33,Stimme - Tätigkeit,**VVV**,0,0
33,Soldat - Bericht,**EEE**,0,0.5
33,Rahmen - Abend,**VVV**,0,0
33,Truppe - Uhr,**VVV**,0,0
33,Zukunft - Hilfe,**EEE**,1,1
33,Wasser - Brief,**VVV**,0,0
33,Kirche - Zimmer,**EEE**,0,0
33,Himmel - Kraft,**EEE**,0,0
33,Zeit - Ventil,**VVV**,0,0
33,Arzt - Klasse,**EEE**,0,0
33,Seele - Presse,**EEE**,0,0.5
33,Gesicht - Verwaltung,**EEE**,1,1
33,Staat - Regierung,**EEE**,1,0
34,Himmel - Kraft,**VVV**,0,0
34,Höhe - Kapital,**EEE**,0,1
34,Recht - Frage,**VVV**,0,0
34,Stimme - Tätigkeit,**EEE**,0,0.5
34,Liebe - Sprache,**EEE**,1,1
34,Zeit - Ventil,**EEE**,0,0
34,Gegner - Musik,**VVV**,0,0
34,Zukunft - Hilfe,**VVV**,0,0
34,Haus - System,**VVV**,0,0
34,Wasser - Brief,**EEE**,0,0
34,Tochter - Dienst,**VVV**,0,0
34,Partei - Herz,**EEE**,0,0
34,Truppe - Uhr,**EEE**,1,1
34,Rahmen - Abend,**EEE**,1,0
34,Gesicht - Verwaltung,**VVV**,0,0
34,Beziehung - Wunsch,**EEE**,1,1
34,Seele - Presse,**VVV**,1,0
34,Kosten - Jahr,**EEE**,1,1
34,Zeichen - Sache,**EEE**,0,0
34,Arzt - Klasse,**VVV**,0,0
34,Spiegel - Fenster,**EEE**,0,0
34,Kirche - Zimmer,**VVV**,0,0
34,Soldat - Bericht,**VVV**,0,0
34,Staat - Regierung,**VVV**,1,1
35,Höhe - Kapital,**VVV**,0,0
35,Arzt - Klasse,**EEE**,1,0
35,Liebe - Sprache,**VVV**,0,0
35,Himmel - Kraft,**EEE**,0,0
35,Beziehung - Wunsch,**VVV**,1,1
35,Seele - Presse,**EEE**,1,0
35,Wasser - Brief,**VVV**,0,0
35,Partei - Herz,**VVV**,0,0
35,Staat - Regierung,**EEE**,0,0
35,Zeit - Ventil,**VVV**,0,0
35,Spiegel - Fenster,**VVV**,1,0
35,Soldat - Bericht,**EEE**,0,0
35,Gegner - Musik,**EEE**,0,0
35,Haus - System,**EEE**,0,0.5
35,Rahmen - Abend,**VVV**,0,0
35,Gesicht - Verwaltung,**EEE**,0,0
35,Recht - Frage,**EEE**,0,0
35,Kirche - Zimmer,**EEE**,1,1
35,Truppe - Uhr,**VVV**,0,0
35,Zukunft - Hilfe,**EEE**,0,0
35,Kosten - Jahr,**VVV**,0,0
35,Tochter - Dienst,**EEE**,0,0.5
35,Zeichen - Sache,**VVV**,0,0
35,Stimme - Tätigkeit,**VVV**,0,0
36,Spiegel - Fenster,**EEE**,1,0
36,Wasser - Brief,**EEE**,1,0
36,Rahmen - Abend,**EEE**,0,0
36,Arzt - Klasse,**VVV**,1,0
36,Seele - Presse,**VVV**,0,0
36,Zeichen - Sache,**EEE**,0,0
36,Beziehung - Wunsch,**EEE**,1,1
36,Stimme - Tätigkeit,**EEE**,0,0
36,Himmel - Kraft,**VVV**,0,0
36,Zukunft - Hilfe,**VVV**,0,0
36,Kosten - Jahr,**EEE**,0,0
36,Liebe - Sprache,**EEE**,0,0
36,Kirche - Zimmer,**VVV**,0,0
36,Staat - Regierung,**VVV**,1,0
36,Zeit - Ventil,**EEE**,1,1
36,Recht - Frage,**VVV**,0,0
36,Tochter - Dienst,**VVV**,0,0
36,Soldat - Bericht,**VVV**,0,0.5
36,Höhe - Kapital,**EEE**,1,0
36,Gegner - Musik,**VVV**,1,0
36,Partei - Herz,**EEE**,1,0
36,Gesicht - Verwaltung,**VVV**,0,0
36,Truppe - Uhr,**EEE**,0,0.5
36,Haus - System,**VVV**,0,0
37,Haus - System,**EEE**,1,1
37,Wasser - Brief,**VVV**,0,0
37,Stimme - Tätigkeit,**VVV**,1,0
37,Rahmen - Abend,**VVV**,0,0
37,Staat - Regierung,**EEE**,1,1
37,Arzt - Klasse,**EEE**,1,1
37,Gegner - Musik,**EEE**,0,0
37,Zeit - Ventil,**VVV**,0,0
37,Partei - Herz,**VVV**,0,0
37,Seele - Presse,**EEE**,1,0
37,Recht - Frage,**EEE**,0,0
37,Truppe - Uhr,**VVV**,0,0
37,Höhe - Kapital,**VVV**,0,0
37,Zukunft - Hilfe,**EEE**,0,0
37,Kirche - Zimmer,**EEE**,1,1
37,Kosten - Jahr,**VVV**,1,0
37,Himmel - Kraft,**EEE**,1,1
37,Zeichen - Sache,**VVV**,0,0
37,Spiegel - Fenster,**VVV**,0,0
37,Beziehung - Wunsch,**VVV**,1,0
37,Liebe - Sprache,**VVV**,0,0
37,Gesicht - Verwaltung,**EEE**,0,0
37,Tochter - Dienst,**EEE**,1,1
37,Soldat - Bericht,**EEE**,1,0
38,Himmel - Kraft,**VVV**,0,0
38,Arzt - Klasse,**VVV**,0,0
38,Zeit - Ventil,**EEE**,1,1
38,Wasser - Brief,**EEE**,0,0.5
38,Partei - Herz,**EEE**,1,0
38,Soldat - Bericht,**VVV**,0,0.5
38,Spiegel - Fenster,**EEE**,1,0
38,Haus - System,**VVV**,0,0
38,Stimme - Tätigkeit,**EEE**,1,1
38,Kirche - Zimmer,**VVV**,0,0
38,Truppe - Uhr,**EEE**,1,1
38,Recht - Frage,**VVV**,0,0
38,Kosten - Jahr,**EEE**,0,0
38,Seele - Presse,**VVV**,0,0
38,Staat - Regierung,**VVV**,1,1
38,Liebe - Sprache,**EEE**,0,0
38,Zukunft - Hilfe,**VVV**,0,0
38,Höhe - Kapital,**EEE**,0,0
38,Rahmen - Abend,**EEE**,0,0
38,Tochter - Dienst,**VVV**,0,0
38,Gesicht - Verwaltung,**VVV**,0,0
38,Zeichen - Sache,**EEE**,0,0
38,Gegner - Musik,**VVV**,0,0
38,Beziehung - Wunsch,**EEE**,1,1
39,Haus - System,**EEE**,0,0
39,Arzt - Klasse,**EEE**,0,0
39,Himmel - Kraft,**EEE**,0,0
39,Seele - Presse,**EEE**,0,0
39,Zeit - Ventil,**VVV**,0,0
39,Recht - Frage,**EEE**,0,0
39,Soldat - Bericht,**EEE**,0,0
39,Tochter - Dienst,**EEE**,0,0
39,Staat - Regierung,**EEE**,1,1
39,Kirche - Zimmer,**EEE**,0,0
39,Spiegel - Fenster,**VVV**,0,0
39,Gesicht - Verwaltung,**EEE**,0,0
39,Beziehung - Wunsch,**VVV**,0,0
39,Truppe - Uhr,**VVV**,0,0
39,Stimme - Tätigkeit,**VVV**,0,0
39,Rahmen - Abend,**VVV**,0,0
39,Gegner - Musik,**EEE**,0,0
39,Partei - Herz,**VVV**,0,0
39,Zeichen - Sache,**VVV**,0,0
39,Zukunft - Hilfe,**EEE**,0,0
39,Liebe - Sprache,**VVV**,0,0
39,Höhe - Kapital,**VVV**,0,0
39,Wasser - Brief,**VVV**,0,0
39,Kosten - Jahr,**VVV**,0,0
40,Gegner - Musik,**VVV**,0,0
40,Truppe - Uhr,**EEE**,1,1
40,Zeichen - Sache,**EEE**,0,0
40,Partei - Herz,**EEE**,0,0.5
40,Recht - Frage,**VVV**,0,0
40,Haus - System,**VVV**,0,0.5
40,Rahmen - Abend,**EEE**,1,0
40,Arzt - Klasse,**VVV**,0,0
40,Höhe - Kapital,**EEE**,1,1
40,Zukunft - Hilfe,**VVV**,0,0
40,Zeit - Ventil,**EEE**,0,0
40,Tochter - Dienst,**VVV**,0,0
40,Himmel - Kraft,**VVV**,0,0
40,Wasser - Brief,**EEE**,1,0
40,Kirche - Zimmer,**VVV**,0,0
40,Seele - Presse,**VVV**,0,0
40,Liebe - Sprache,**EEE**,1,1
40,Soldat - Bericht,**VVV**,0,0.5
40,Spiegel - Fenster,**EEE**,1,1
40,Kosten - Jahr,**EEE**,0,0
40,Staat - Regierung,**VVV**,0,0
40,Stimme - Tätigkeit,**EEE**,0,0
40,Beziehung - Wunsch,**EEE**,1,1
40,Gesicht - Verwaltung,**VVV**,0,0
41,Zukunft - Hilfe,**EEE**,0,0
41,Tochter - Dienst,**EEE**,0,0.5
41,Arzt - Klasse,**EEE**,0,0
41,Rahmen - Abend,**VVV**,0,0
41,Gesicht - Verwaltung,**EEE**,0,0
41,Kirche - Zimmer,**EEE**,0,0.5
41,Partei - Herz,**VVV**,0,0
41,Spiegel - Fenster,**VVV**,1,0.5
41,Seele - Presse,**EEE**,0,0
41,Zeit - Ventil,**VVV**,0,0
41,Gegner - Musik,**EEE**,0,0
41,Kosten - Jahr,**VVV**,0,0
41,Liebe - Sprache,**VVV**,1,0.5
41,Soldat - Bericht,**EEE**,0,0
41,Truppe - Uhr,**VVV**,0,0
41,Himmel - Kraft,**EEE**,0,0
41,Staat - Regierung,**EEE**,1,1
41,Recht - Frage,**EEE**,0,0.5
41,Haus - System,**EEE**,0,0
41,Höhe - Kapital,**VVV**,0,0
41,Beziehung - Wunsch,**VVV**,1,1
41,Wasser - Brief,**VVV**,0,0
41,Stimme - Tätigkeit,**VVV**,0,0
41,Zeichen - Sache,**VVV**,0,0
42,Himmel - Kraft,**VVV**,0,0
42,Liebe - Sprache,**EEE**,0,1
42,Gegner - Musik,**VVV**,0,0
42,Kosten - Jahr,**EEE**,0,0
42,Staat - Regierung,**VVV**,0,0
42,Spiegel - Fenster,**EEE**,0,0
42,Stimme - Tätigkeit,**EEE**,0,0.5
42,Gesicht - Verwaltung,**VVV**,0,0
42,Kirche - Zimmer,**VVV**,0,0
42,Zeit - Ventil,**EEE**,0,0
42,Höhe - Kapital,**EEE**,1,1
42,Soldat - Bericht,**VVV**,0,0.5
42,Wasser - Brief,**EEE**,0,0
42,Truppe - Uhr,**EEE**,0,0.5
42,Seele - Presse,**VVV**,0,0
42,Recht - Frage,**VVV**,0,0
42,Rahmen - Abend,**EEE**,0,0
42,Arzt - Klasse,**VVV**,0,0
42,Beziehung - Wunsch,**EEE**,0,0.5
42,Partei - Herz,**EEE**,0,0
42,Tochter - Dienst,**VVV**,0,0
42,Zukunft - Hilfe,**VVV**,0,0
42,Zeichen - Sache,**EEE**,0,0
42,Haus - System,**VVV**,0,0
43,Gesicht - Verwaltung,**EEE**,0,0.5
43,Spiegel - Fenster,**VVV**,0,0
43,Zukunft - Hilfe,**EEE**,0,0
43,Rahmen - Abend,**VVV**,0,0
43,Recht - Frage,**EEE**,0,0
43,Partei - Herz,**VVV**,0,0
43,Stimme - Tätigkeit,**VVV**,0,0
43,Zeichen - Sache,**VVV**,0,0
43,Gegner - Musik,**EEE**,0,0
43,Arzt - Klasse,**EEE**,0,0
43,Kosten - Jahr,**VVV**,0,0
43,Beziehung - Wunsch,**VVV**,0,0
43,Höhe - Kapital,**VVV**,0,0
43,Zeit - Ventil,**VVV**,0,0
43,Haus - System,**EEE**,0,0
43,Wasser - Brief,**VVV**,0,0
43,Kirche - Zimmer,**EEE**,1,1
43,Himmel - Kraft,**EEE**,1,1
43,Soldat - Bericht,**EEE**,0,0.5
43,Truppe - Uhr,**VVV**,0,0
43,Liebe - Sprache,**VVV**,1,1
43,Tochter - Dienst,**EEE**,0,0
43,Staat - Regierung,**EEE**,0,0
43,Seele - Presse,**EEE**,0,0.5
44,Soldat - Bericht,**VVV**,1,1
44,Gesicht - Verwaltung,**VVV**,0,0
44,Truppe - Uhr,**EEE**,0,0.5
44,Seele - Presse,**VVV**,0,0
44,Wasser - Brief,**EEE**,1,1
44,Haus - System,**VVV**,0,0
44,Zeit - Ventil,**EEE**,0,0.5
44,Höhe - Kapital,**EEE**,0,0
44,Stimme - Tätigkeit,**EEE**,0,0
44,Arzt - Klasse,**VVV**,0,0.5
44,Liebe - Sprache,**EEE**,0,0
44,Rahmen - Abend,**EEE**,0,0
44,Spiegel - Fenster,**EEE**,1,1
44,Kosten - Jahr,**EEE**,0,0
44,Staat - Regierung,**VVV**,0,0
44,Zukunft - Hilfe,**VVV**,0,0
44,Recht - Frage,**VVV**,0,0
44,Zeichen - Sache,**EEE**,0,0
44,Gegner - Musik,**VVV**,0,0
44,Kirche - Zimmer,**VVV**,1,0.5
44,Himmel - Kraft,**VVV**,0,0
44,Beziehung - Wunsch,**EEE**,1,0
44,Partei - Herz,**EEE**,0,0
44,Tochter - Dienst,**VVV**,0,0
45,Kosten - Jahr,**VVV**,0,0
45,Spiegel - Fenster,**VVV**,1,1
45,Partei - Herz,**VVV**,0,0
45,Beziehung - Wunsch,**VVV**,0,0
45,Rahmen - Abend,**VVV**,0,0
45,Liebe - Sprache,**VVV**,0,0
45,Zukunft - Hilfe,**EEE**,0,0.5
45,Seele - Presse,**EEE**,0,0
45,Höhe - Kapital,**VVV**,0,0
45,Arzt - Klasse,**EEE**,1,0
45,Tochter - Dienst,**EEE**,0,0
45,Staat - Regierung,**EEE**,0,0
45,Wasser - Brief,**VVV**,0,0
45,Zeit - Ventil,**VVV**,0,0
45,Gegner - Musik,**EEE**,0,0
45,Stimme - Tätigkeit,**VVV**,0,0
45,Zeichen - Sache,**VVV**,0,0
45,Haus - System,**EEE**,0,0
45,Himmel - Kraft,**EEE**,0,0
45,Gesicht - Verwaltung,**EEE**,0,0
45,Kirche - Zimmer,**EEE**,1,0
45,Recht - Frage,**EEE**,0,0.5
45,Soldat - Bericht,**EEE**,0,0
45,Truppe - Uhr,**VVV**,0,0
46,Wasser - Brief,**EEE**,1,1
46,Gesicht - Verwaltung,**VVV**,0,0
46,Recht - Frage,**VVV**,0,0
46,Haus - System,**VVV**,0,0
46,Soldat - Bericht,**VVV**,1,0
46,Liebe - Sprache,**EEE**,1,1
46,Truppe - Uhr,**EEE**,1,1
46,Arzt - Klasse,**VVV**,0,0
46,Kirche - Zimmer,**VVV**,1,0
46,Zukunft - Hilfe,**VVV**,0,0
46,Zeit - Ventil,**EEE**,0,0.5
46,Tochter - Dienst,**VVV**,0,0
46,Beziehung - Wunsch,**EEE**,1,1
46,Gegner - Musik,**VVV**,0,0
46,Himmel - Kraft,**VVV**,0,0
46,Rahmen - Abend,**EEE**,0,0
46,Kosten - Jahr,**EEE**,0,0
46,Stimme - Tätigkeit,**EEE**,0,0
46,Zeichen - Sache,**EEE**,0,0
46,Staat - Regierung,**VVV**,0,0
46,Seele - Presse,**VVV**,0,0
46,Partei - Herz,**EEE**,0,0.5
46,Spiegel - Fenster,**EEE**,0,0.5
46,Höhe - Kapital,**EEE**,1,1
47,Staat - Regierung,**EEE**,1,1
47,Spiegel - Fenster,**VVV**,0,0
47,Kirche - Zimmer,**EEE**,1,1
47,Rahmen - Abend,**VVV**,0,0
47,Zeit - Ventil,**VVV**,0,0
47,Zukunft - Hilfe,**EEE**,1,0
47,Recht - Frage,**EEE**,0,0
47,Stimme - Tätigkeit,**VVV**,0,0
47,Gegner - Musik,**EEE**,1,0
47,Gesicht - Verwaltung,**EEE**,0,0
47,Tochter - Dienst,**EEE**,0,0.5
47,Soldat - Bericht,**EEE**,1,1
47,Arzt - Klasse,**EEE**,1,1
47,Seele - Presse,**EEE**,1,1
47,Himmel - Kraft,**EEE**,0,0.5
47,Liebe - Sprache,**VVV**,0,0.5
47,Kosten - Jahr,**VVV**,0,0
47,Zeichen - Sache,**VVV**,0,0
47,Truppe - Uhr,**VVV**,0,0
47,Höhe - Kapital,**VVV**,0,1
47,Partei - Herz,**VVV**,0,0
47,Wasser - Brief,**VVV**,1,1
47,Haus - System,**EEE**,1,0
47,Beziehung - Wunsch,**VVV**,0,0.5
48,Rahmen - Abend,**EEE**,1,1
48,Kirche - Zimmer,**VVV**,1,0
48,Liebe - Sprache,**EEE**,0,0.5
48,Höhe - Kapital,**EEE**,0,0
48,Zeit - Ventil,**EEE**,1,1
48,Stimme - Tätigkeit,**EEE**,0,0
48,Zeichen - Sache,**EEE**,0,0
48,Gesicht - Verwaltung,**VVV**,0,0
48,Recht - Frage,**VVV**,0,0
48,Wasser - Brief,**EEE**,0,0
48,Staat - Regierung,**VVV**,0,0
48,Arzt - Klasse,**VVV**,0,0
48,Himmel - Kraft,**VVV**,0,0
48,Gegner - Musik,**VVV**,0,0
48,Beziehung - Wunsch,**EEE**,1,1
48,Zukunft - Hilfe,**VVV**,0,0
48,Truppe - Uhr,**EEE**,1,1
48,Haus - System,**VVV**,0,0.5
48,Kosten - Jahr,**EEE**,0,0.5
48,Spiegel - Fenster,**EEE**,1,0
48,Seele - Presse,**VVV**,0,0
48,Soldat - Bericht,**VVV**,0,0
48,Partei - Herz,**EEE**,1,0
48,Tochter - Dienst,**VVV**,1,1
49,Spiegel - Fenster,**VVV**,1,0
49,Seele - Presse,**EEE**,0,0
49,Soldat - Bericht,**EEE**,1,1
49,Gegner - Musik,**EEE**,1,0
49,Haus - System,**EEE**,1,0
49,Rahmen - Abend,**VVV**,0,0
49,Arzt - Klasse,**EEE**,0,0
49,Beziehung - Wunsch,**VVV**,1,0
49,Liebe - Sprache,**VVV**,0,0
49,Zeichen - Sache,**VVV**,0,0
49,Staat - Regierung,**EEE**,1,1
49,Kirche - Zimmer,**EEE**,1,1
49,Tochter - Dienst,**EEE**,1,1
49,Wasser - Brief,**VVV**,0,0.5
49,Kosten - Jahr,**VVV**,0,0
49,Himmel - Kraft,**EEE**,1,1
49,Höhe - Kapital,**VVV**,0,0
49,Partei - Herz,**VVV**,1,0
49,Zukunft - Hilfe,**EEE**,0,0
49,Zeit - Ventil,**VVV**,0,0
49,Stimme - Tätigkeit,**VVV**,0,0
49,Truppe - Uhr,**VVV**,0,0
49,Gesicht - Verwaltung,**EEE**,1,0.5
49,Recht - Frage,**EEE**,1,0
50,Staat - Regierung,**VVV**,1,1
50,Zukunft - Hilfe,**VVV**,0,0
50,Haus - System,**VVV**,0,0
50,Spiegel - Fenster,**EEE**,1,0
50,Beziehung - Wunsch,**EEE**,1,1
50,Arzt - Klasse,**VVV**,1,0
50,Zeichen - Sache,**EEE**,0,0
50,Partei - Herz,**EEE**,1,0
50,Stimme - Tätigkeit,**EEE**,1,0
50,Gegner - Musik,**VVV**,1,0
50,Tochter - Dienst,**VVV**,0,0
50,Kosten - Jahr,**EEE**,1,0.5
50,Kirche - Zimmer,**VVV**,1,0
50,Truppe - Uhr,**EEE**,0,0
50,Höhe - Kapital,**EEE**,0,1
50,Wasser - Brief,**EEE**,0,0
50,Liebe - Sprache,**EEE**,1,1
50,Recht - Frage,**VVV**,0,0
50,Seele - Presse,**VVV**,0,0
50,Gesicht - Verwaltung,**VVV**,0,0
50,Zeit - Ventil,**EEE**,1,1
50,Himmel - Kraft,**VVV**,0,0
50,Soldat - Bericht,**VVV**,0,0
50,Rahmen - Abend,**EEE**,1,1
51,Tochter - Dienst,**EEE**,1,1
51,Seele - Presse,**EEE**,1,1
51,Zeichen - Sache,**VVV**,0,0
51,Stimme - Tätigkeit,**VVV**,0,0
51,Kirche - Zimmer,**EEE**,1,1
51,Himmel - Kraft,**EEE**,0,0
51,Staat - Regierung,**EEE**,1,0
51,Truppe - Uhr,**VVV**,0,0
51,Haus - System,**EEE**,0,0
51,Zeit - Ventil,**VVV**,0,0
51,Zukunft - Hilfe,**EEE**,1,1
51,Liebe - Sprache,**VVV**,0,0
51,Rahmen - Abend,**VVV**,0,0
51,Gegner - Musik,**EEE**,0,0
51,Beziehung - Wunsch,**VVV**,0,0.5
51,Soldat - Bericht,**EEE**,0,0.5
51,Wasser - Brief,**VVV**,0,0
51,Recht - Frage,**EEE**,1,1
51,Gesicht - Verwaltung,**EEE**,0,0
51,Kosten - Jahr,**VVV**,0,0
51,Arzt - Klasse,**EEE**,1,1
51,Spiegel - Fenster,**VVV**,1,1
51,Höhe - Kapital,**VVV**,1,0
51,Partei - Herz,**VVV**,1,1
52,Tochter - Dienst,**VVV**,1,0
52,Truppe - Uhr,**EEE**,1,1
52,Stimme - Tätigkeit,**EEE**,1,1
52,Zeichen - Sache,**EEE**,1,1
52,Seele - Presse,**VVV**,0,0
52,Himmel - Kraft,**VVV**,1,0
52,Gesicht - Verwaltung,**VVV**,1,0
52,Gegner - Musik,**VVV**,0,0
52,Arzt - Klasse,**VVV**,1,0
52,Zukunft - Hilfe,**VVV**,0,0
52,Haus - System,**VVV**,0,0
52,Kirche - Zimmer,**VVV**,1,1
52,Kosten - Jahr,**EEE**,1,1
52,Liebe - Sprache,**EEE**,1,1
52,Soldat - Bericht,**VVV**,0,0
52,Partei - Herz,**EEE**,0,0
52,Höhe - Kapital,**EEE**,1,1
52,Beziehung - Wunsch,**EEE**,1,1
52,Staat - Regierung,**VVV**,0,0
52,Zeit - Ventil,**EEE**,1,1
52,Wasser - Brief,**EEE**,1,1
52,Spiegel - Fenster,**EEE**,1,1
52,Rahmen - Abend,**EEE**,1,1
52,Recht - Frage,**VVV**,0,0
53,Recht - Frage,**EEE**,1,0
53,Partei - Herz,**VVV**,1,0
53,Rahmen - Abend,**VVV**,0,0
53,Seele - Presse,**EEE**,1,0
53,Arzt - Klasse,**EEE**,1,0
53,Tochter - Dienst,**EEE**,0,0
53,Liebe - Sprache,**VVV**,1,0
53,Stimme - Tätigkeit,**VVV**,0,0
53,Staat - Regierung,**EEE**,1,1
53,Spiegel - Fenster,**VVV**,1,0
53,Truppe - Uhr,**VVV**,0,0
53,Soldat - Bericht,**EEE**,1,1
