"encodingTASK","studyorder","studyrating","newSS","cond","testtria","studytria","stim1","stim2","newresp","response","whichblockfirst","cv","subject","cuefreq","targetfreq","bothfreq","acc","procedure","trial","duration","onset","list"
2,1,2,23,3,17,6,"employee","colt",2,"no",1,"LCV",14,"HF","LF","MF",0,"study",186,2750,1258750,6
2,1,2,23,3,10,7,"lion","radiator",1,"radiator",1,"LCV",14,"HF","LF","MF",1,"study",187,2750,1261500,6
2,2,5,23,3,1,8,"blood","immunity",1,"immunity",1,"LCV",14,"HF","LF","MF",1,"study",188,2750,1264250,6
2,1,2,23,3,3,9,"health","capsule",2,"no",1,"LCV",14,"HF","LF","MF",0,"study",189,2750,1267000,6
2,2,2,23,3,14,10,"reaction","vector",2,"no",1,"LCV",14,"HF","LF","MF",0,"study",190,2750,1269750,6
2,1,2,23,3,2,11,"topic","torque",1,"torque",1,"LCV",14,"HF","LF","MF",1,"study",191,2750,1272500,6
2,2,2,23,3,7,12,"river","dinosaur",2,"no",1,"LCV",14,"HF","LF","MF",0,"study",192,2750,1275250,6
2,2,2,23,3,4,13,"temperature","camel",1,"camel",1,"LCV",14,"HF","LF","MF",1,"study",193,2750,1278000,6
2,2,2,23,3,5,14,"king","cacao",2,"no",1,"LCV",14,"HF","LF","MF",0,"study",194,2750,1280750,6
2,2,4,23,3,8,15,"solution","penicillin",1,"pennicilin",1,"LCV",14,"HF","LF","MF",1,"study",195,2750,1283500,6
2,1,2,23,3,11,16,"marriage","pulley",1,"pulley",1,"LCV",14,"HF","LF","MF",1,"study",196,2750,1286250,6
2,1,2,23,3,9,17,"equator","alligator",1,"aligator",1,"LCV",14,"HF","LF","MF",1,"study",197,2750,1289000,6
2,1,2,23,3,12,18,"climate","creditor",2,"no",1,"LCV",14,"HF","LF","MF",0,"study",198,62750,1291750,6
2,2,5,23,3,1,8,"blood",NA,1,"immunity",1,"LCV",14,"HF","LF","MF",1,"test",199,2750,1354500,6
2,1,2,23,3,2,11,"topic",NA,1,"torque",1,"LCV",14,"HF","LF","MF",1,"test",200,2750,1357250,6
2,1,2,23,3,3,9,"health",NA,2,"no",1,"LCV",14,"HF","LF","MF",0,"test",201,2750,1360000,6
2,2,2,23,3,4,13,"temperature",NA,1,"camel",1,"LCV",14,"HF","LF","MF",1,"test",202,2750,1362750,6
2,2,2,23,3,5,14,"king",NA,2,"no",1,"LCV",14,"HF","LF","MF",0,"test",203,2750,1365500,6
2,1,2,23,3,6,5,"verb",NA,2,"no",1,"LCV",14,"HF","LF","MF",0,"test",204,2750,1368250,6
2,2,2,23,3,7,12,"river",NA,2,"no",1,"LCV",14,"HF","LF","MF",0,"test",205,2750,1371000,6
2,2,4,23,3,8,15,"solution",NA,1,"pennicilin",1,"LCV",14,"HF","LF","MF",1,"test",206,2750,1373750,6
2,1,2,23,3,9,17,"equator",NA,1,"aligator",1,"LCV",14,"HF","LF","MF",1,"test",207,2750,1376500,6
2,1,2,23,3,10,7,"lion",NA,1,"radiator",1,"LCV",14,"HF","LF","MF",1,"test",208,2750,1379250,6
2,1,2,23,3,11,16,"marriage",NA,1,"pulley",1,"LCV",14,"HF","LF","MF",1,"test",209,2750,1382000,6
2,1,2,23,3,12,18,"climate",NA,2,"no",1,"LCV",14,"HF","LF","MF",0,"test",210,2750,1384750,6
2,2,6,23,3,13,3,"bird",NA,0,"aligator",1,"LCV",14,"HF","LF","MF",0,"test",211,2750,1387500,6
2,2,2,23,3,14,10,"reaction",NA,2,"no",1,"LCV",14,"HF","LF","MF",0,"test",212,2750,1390250,6
2,2,2,23,3,15,1,"radiation",NA,0,"reaction",1,"LCV",14,"HF","LF","MF",0,"test",213,2750,1393000,6
2,2,2,23,3,16,2,"income",NA,2,"no",1,"LCV",14,"HF","LF","MF",0,"test",214,2750,1395750,6
2,1,2,23,3,17,6,"employee",NA,2,"no",1,"LCV",14,"HF","LF","MF",0,"test",215,2750,1398500,6
2,1,2,23,3,18,4,"environment",NA,1,"heroin",1,"LCV",14,"HF","LF","MF",1,"test",216,92750,1401250,6
2,1,4,23,4,16,1,"persuasion","enemy",1,"enemy",1,"HCV",14,"LF","HF","MF",1,"study",217,2750,1494000,7
2,1,2,23,4,3,2,"orchard","dinner",1,"dinner",1,"HCV",14,"LF","HF","MF",1,"study",218,2750,1496750,7
2,1,3,23,4,18,3,"pickup","morning",1,"morning",1,"HCV",14,"LF","HF","MF",1,"study",219,2750,1499500,7
2,1,2,23,4,1,4,"realm","role",2,"no",1,"HCV",14,"LF","HF","MF",0,"study",220,2750,1502250,7
2,2,3,23,4,14,5,"pottery","nature",1,"nature",1,"HCV",14,"LF","HF","MF",1,"study",221,2750,1505000,7
2,2,2,23,4,4,6,"priority","protection",1,"protection",1,"HCV",14,"LF","HF","MF",1,"study",222,2750,1507750,7
2,2,3,23,4,6,7,"rebellion","shirt",1,"shirt",1,"HCV",14,"LF","HF","MF",1,"study",223,2750,1510500,7
2,2,2,23,4,11,8,"philosopher","evening",1,"evening",1,"HCV",14,"LF","HF","MF",1,"study",224,2750,1513250,7
2,1,3,23,4,12,9,"obligation","decision",2,"no",1,"HCV",14,"LF","HF","MF",0,"study",225,2750,1516000,7
2,2,2,23,4,15,10,"parlor","dirt",2,"no",1,"HCV",14,"LF","HF","MF",0,"study",226,2750,1518750,7
2,1,2,23,4,17,11,"relaxation","situation",2,"no",1,"HCV",14,"LF","HF","MF",0,"study",227,2750,1521500,7
2,2,3,23,4,8,12,"restoration","song",1,"song",1,"HCV",14,"LF","HF","MF",1,"study",228,2750,1524250,7
2,2,2,23,4,2,13,"publicity","religion",1,"religion",1,"HCV",14,"LF","HF","MF",1,"study",229,2750,1527000,7
2,1,2,23,4,5,14,"preservation","performance",2,"no",1,"HCV",14,"LF","HF","MF",0,"study",230,2750,1529750,7
2,1,4,23,4,10,15,"prayer","operation",1,"operation",1,"HCV",14,"LF","HF","MF",1,"study",231,2750,1532500,7
2,2,2,23,4,7,16,"odor","defense",0,"danger",1,"HCV",14,"LF","HF","MF",0,"study",232,2750,1535250,7
2,1,2,23,4,9,17,"publication","quality",2,"no",1,"HCV",14,"LF","HF","MF",0,"study",233,2750,1538000,7
2,2,2,23,4,13,18,"presentation","path",2,"no",1,"HCV",14,"LF","HF","MF",0,"study",234,62750,1540750,7
2,1,2,23,4,1,4,"realm",NA,2,"no",1,"HCV",14,"LF","HF","MF",0,"test",235,2750,1603500,7
2,2,2,23,4,2,13,"publicity",NA,1,"religion",1,"HCV",14,"LF","HF","MF",1,"test",236,2750,1606250,7
2,1,2,23,4,3,2,"orchard",NA,1,"dinner",1,"HCV",14,"LF","HF","MF",1,"test",237,2750,1609000,7
2,2,2,23,4,4,6,"priority",NA,1,"protection",1,"HCV",14,"LF","HF","MF",1,"test",238,2750,1611750,7
2,1,2,23,4,5,14,"preservation",NA,2,"no",1,"HCV",14,"LF","HF","MF",0,"test",239,2750,1614500,7
2,2,3,23,4,6,7,"rebellion",NA,1,"shirt",1,"HCV",14,"LF","HF","MF",1,"test",240,2750,1617250,7
2,2,2,23,4,7,16,"odor",NA,0,"danger",1,"HCV",14,"LF","HF","MF",0,"test",241,2750,1620000,7
2,2,3,23,4,8,12,"restoration",NA,1,"song",1,"HCV",14,"LF","HF","MF",1,"test",242,2750,1622750,7
2,1,2,23,4,9,17,"publication",NA,2,"no",1,"HCV",14,"LF","HF","MF",0,"test",243,2750,1625500,7
2,1,4,23,4,10,15,"prayer",NA,1,"operation",1,"HCV",14,"LF","HF","MF",1,"test",244,2750,1628250,7
2,2,2,23,4,11,8,"philosopher",NA,1,"evening",1,"HCV",14,"LF","HF","MF",1,"test",245,2750,1631000,7
2,1,3,23,4,12,9,"obligation",NA,2,"no",1,"HCV",14,"LF","HF","MF",0,"test",246,2750,1633750,7
2,2,2,23,4,13,18,"presentation",NA,2,"no",1,"HCV",14,"LF","HF","MF",0,"test",247,2750,1636500,7
2,2,3,23,4,14,5,"pottery",NA,1,"nature",1,"HCV",14,"LF","HF","MF",1,"test",248,2750,1639250,7
2,2,2,23,4,15,10,"parlor",NA,2,"no",1,"HCV",14,"LF","HF","MF",0,"test",249,2750,1642000,7
2,1,4,23,4,16,1,"persuasion",NA,1,"enemy",1,"HCV",14,"LF","HF","MF",1,"test",250,2750,1644750,7
2,1,2,23,4,17,11,"relaxation",NA,2,"no",1,"HCV",14,"LF","HF","MF",0,"test",251,2750,1647500,7
2,1,3,23,4,18,3,"pickup",NA,1,"morning",1,"HCV",14,"LF","HF","MF",1,"test",252,92750,1650250,7
2,2,2,23,4,6,1,"equity","hydrogen",2,"no",1,"LCV",14,"LF","HF","MF",0,"study",253,2750,1743000,8
2,1,4,23,4,17,2,"glacier","column",1,"column",1,"LCV",14,"LF","HF","MF",1,"study",254,2750,1745750,8
2,2,2,23,4,12,3,"eskimo","computer",1,"computer",1,"LCV",14,"LF","HF","MF",1,"study",255,2750,1748500,8
2,2,2,23,4,13,4,"chick","colony",1,"colony",1,"LCV",14,"LF","HF","MF",1,"study",256,2750,1751250,8
2,2,2,23,4,18,5,"iris","education",2,"no",1,"LCV",14,"LF","HF","MF",0,"study",257,2750,1754000,8
2,1,2,23,4,11,6,"pudding","electron",1,"electron",1,"LCV",14,"LF","HF","MF",1,"study",258,2750,1756750,8
2,1,2,23,4,1,7,"quantum","prince",2,"no",1,"LCV",14,"LF","HF","MF",0,"study",259,2750,1759500,8
2,1,4,23,4,14,8,"carnival","atmosphere",1,"atmosphere",1,"LCV",14,"LF","HF","MF",1,"study",260,2750,1762250,8
2,1,2,23,4,9,9,"electromagnet","customer",1,"customaer",1,"LCV",14,"LF","HF","MF",1,"study",261,2750,1765000,8
2,1,2,23,4,15,10,"moose","percent",1,"percent",1,"LCV",14,"LF","HF","MF",1,"study",262,2750,1767750,8
2,2,2,23,4,16,11,"proton","ocean",2,"no",1,"LCV",14,"LF","HF","MF",0,"study",263,2750,1770500,8
2,2,3,23,4,2,12,"rehearsal","latin",1,"latin",1,"LCV",14,"LF","HF","MF",1,"study",264,2750,1773250,8
2,1,3,23,4,3,13,"saturn","organism",2,"no",1,"LCV",14,"LF","HF","MF",0,"study",265,2750,1776000,8
2,1,2,23,4,8,14,"guitar","atom",1,"atom",1,"LCV",14,"LF","HF","MF",1,"study",266,2750,1778750,8
2,2,2,23,4,10,15,"pharaoh","behavior",2,"no",1,"LCV",14,"LF","HF","MF",0,"study",267,2750,1781500,8
2,2,4,23,4,4,16,"habitat","clay",1,"clay",1,"LCV",14,"LF","HF","MF",1,"study",268,2750,1784250,8
2,1,2,23,4,5,17,"quotation","dad",1,"dad",1,"LCV",14,"LF","HF","MF",1,"study",269,2750,1787000,8
2,2,2,23,4,7,18,"sediment","congress",1,"congress",1,"LCV",14,"LF","HF","MF",1,"study",270,62750,1789750,8
2,1,2,23,4,1,7,"quantum",NA,2,"no",1,"LCV",14,"LF","HF","MF",0,"test",271,2750,1852500,8
2,2,3,23,4,2,12,"rehearsal",NA,1,"latin",1,"LCV",14,"LF","HF","MF",1,"test",272,2750,1855250,8
2,1,3,23,4,3,13,"saturn",NA,2,"no",1,"LCV",14,"LF","HF","MF",0,"test",273,2750,1858000,8
2,2,4,23,4,4,16,"habitat",NA,1,"clay",1,"LCV",14,"LF","HF","MF",1,"test",274,2750,1860750,8
2,1,2,23,4,5,17,"quotation",NA,1,"dad",1,"LCV",14,"LF","HF","MF",1,"test",275,2750,1863500,8
2,2,2,23,4,6,1,"equity",NA,2,"no",1,"LCV",14,"LF","HF","MF",0,"test",276,2750,1866250,8
2,2,2,23,4,7,18,"sediment",NA,1,"congress",1,"LCV",14,"LF","HF","MF",1,"test",277,2750,1869000,8
2,1,2,23,4,8,14,"guitar",NA,1,"atom",1,"LCV",14,"LF","HF","MF",1,"test",278,2750,1871750,8
2,1,2,23,4,9,9,"electromagnet",NA,1,"customaer",1,"LCV",14,"LF","HF","MF",1,"test",279,2750,1874500,8
2,2,2,23,4,10,15,"pharaoh",NA,2,"no",1,"LCV",14,"LF","HF","MF",0,"test",280,2750,1877250,8
2,1,2,23,4,11,6,"pudding",NA,1,"electron",1,"LCV",14,"LF","HF","MF",1,"test",281,2750,1880000,8
2,2,2,23,4,12,3,"eskimo",NA,1,"computer",1,"LCV",14,"LF","HF","MF",1,"test",282,2750,1882750,8
2,2,2,23,4,13,4,"chick",NA,1,"colony",1,"LCV",14,"LF","HF","MF",1,"test",283,2750,1885500,8
2,1,4,23,4,14,8,"carnival",NA,1,"atmosphere",1,"LCV",14,"LF","HF","MF",1,"test",284,2750,1888250,8
2,1,2,23,4,15,10,"moose",NA,1,"percent",1,"LCV",14,"LF","HF","MF",1,"test",285,2750,1891000,8
2,2,2,23,4,16,11,"proton",NA,2,"no",1,"LCV",14,"LF","HF","MF",0,"test",286,2750,1893750,8
2,1,4,23,4,17,2,"glacier",NA,1,"column",1,"LCV",14,"LF","HF","MF",1,"test",287,2750,1896500,8
2,2,2,23,4,18,5,"iris",NA,2,"no",1,"LCV",14,"LF","HF","MF",0,"test",288,92750,1899250,8
2,2,3,24,1,13,1,"faculty","integration",2,"no",0,"HCV",15,"LF","LF","LF",0,"study",1,2750,0,1
2,1,3,24,1,16,2,"pottery","trader",2,"no",0,"HCV",15,"LF","LF","LF",0,"study",2,2750,2750,1
2,2,6,24,1,15,3,"preservation","prayer",1,"prayer",0,"HCV",15,"LF","LF","LF",1,"study",3,2750,5500,1
2,2,3,24,1,4,4,"convenience","aisle",2,"no",0,"HCV",15,"LF","LF","LF",0,"study",4,2750,8250,1
2,1,3,24,1,12,5,"abdomen","talent",2,"no",0,"HCV",15,"LF","LF","LF",0,"study",5,2750,11000,1
2,1,6,24,1,6,6,"dominance","sensation",1,"sensition",0,"HCV",15,"LF","LF","LF",1,"study",6,2750,13750,1
2,2,6,24,1,8,7,"surgeon","hobby",1,"hobby",0,"HCV",15,"LF","LF","LF",1,"study",7,2750,16500,1
2,2,4,24,1,10,8,"tavern","dealer",2,"no",0,"HCV",15,"LF","LF","LF",0,"study",8,2750,19250,1
2,1,6,24,1,11,9,"illusion","miracle",0,"image",0,"HCV",15,"LF","LF","LF",0,"study",9,2750,22000,1
2,2,6,24,1,14,10,"odor","flexibility",1,"flexibility",0,"HCV",15,"LF","LF","LF",1,"study",10,2750,24750,1
2,2,5,24,1,17,11,"agony","invasion",2,"no",0,"HCV",15,"LF","LF","LF",0,"study",11,2750,27500,1
2,1,6,24,1,9,12,"guidance","wrist",1,"wrist",0,"HCV",15,"LF","LF","LF",1,"study",12,2750,30250,1
2,1,6,24,1,18,13,"nobility","disability",2,"no",0,"HCV",15,"LF","LF","LF",0,"study",13,2750,33000,1
2,2,6,24,1,7,14,"chaos","strategy",0,"decition",0,"HCV",15,"LF","LF","LF",0,"study",14,2750,35750,1
2,2,5,24,1,2,15,"farmland","conspiracy",2,"no",0,"HCV",15,"LF","LF","LF",0,"study",15,2750,38500,1
2,1,3,24,1,1,16,"nuisance","gym",2,"no",0,"HCV",15,"LF","LF","LF",0,"study",16,2750,41250,1
2,1,3,24,1,3,17,"corridor","violation",1,"violation",0,"HCV",15,"LF","LF","LF",1,"study",17,2750,44000,1
2,1,3,24,1,5,18,"orchard","obligation",2,"no",0,"HCV",15,"LF","LF","LF",0,"study",18,62750,46750,1
2,1,3,24,1,1,16,"nuisance",NA,2,"no",0,"HCV",15,"LF","LF","LF",0,"test",19,2750,109500,1
2,2,5,24,1,2,15,"farmland",NA,2,"no",0,"HCV",15,"LF","LF","LF",0,"test",20,2750,112250,1
2,1,3,24,1,3,17,"corridor",NA,1,"violation",0,"HCV",15,"LF","LF","LF",1,"test",21,2750,115000,1
2,2,3,24,1,4,4,"convenience",NA,2,"no",0,"HCV",15,"LF","LF","LF",0,"test",22,2750,117750,1
2,1,3,24,1,5,18,"orchard",NA,2,"no",0,"HCV",15,"LF","LF","LF",0,"test",23,2750,120500,1
2,1,6,24,1,6,6,"dominance",NA,1,"sensition",0,"HCV",15,"LF","LF","LF",1,"test",24,2750,123250,1
2,2,6,24,1,7,14,"chaos",NA,0,"decition",0,"HCV",15,"LF","LF","LF",0,"test",25,2750,126000,1
2,2,6,24,1,8,7,"surgeon",NA,1,"hobby",0,"HCV",15,"LF","LF","LF",1,"test",26,2750,128750,1
2,1,6,24,1,9,12,"guidance",NA,1,"wrist",0,"HCV",15,"LF","LF","LF",1,"test",27,2750,131500,1
2,2,4,24,1,10,8,"tavern",NA,2,"no",0,"HCV",15,"LF","LF","LF",0,"test",28,2750,134250,1
2,1,6,24,1,11,9,"illusion",NA,0,"image",0,"HCV",15,"LF","LF","LF",0,"test",29,2750,137000,1
2,1,3,24,1,12,5,"abdomen",NA,2,"no",0,"HCV",15,"LF","LF","LF",0,"test",30,2750,139750,1
2,2,3,24,1,13,1,"faculty",NA,2,"no",0,"HCV",15,"LF","LF","LF",0,"test",31,2750,142500,1
2,2,6,24,1,14,10,"odor",NA,1,"flexibility",0,"HCV",15,"LF","LF","LF",1,"test",32,2750,145250,1
2,2,6,24,1,15,3,"preservation",NA,1,"prayer",0,"HCV",15,"LF","LF","LF",1,"test",33,2750,148000,1
2,1,3,24,1,16,2,"pottery",NA,2,"no",0,"HCV",15,"LF","LF","LF",0,"test",34,2750,150750,1
2,2,5,24,1,17,11,"agony",NA,2,"no",0,"HCV",15,"LF","LF","LF",0,"test",35,2750,153500,1
2,1,6,24,1,18,13,"nobility",NA,2,"no",0,"HCV",15,"LF","LF","LF",0,"test",36,92750,156250,1
2,1,3,24,1,9,1,"plasma","pharaoh",2,"no",0,"LCV",15,"LF","LF","LF",0,"study",37,2750,249000,2
2,2,3,24,1,14,2,"radiator","quotation",2,"no",0,"LCV",15,"LF","LF","LF",0,"study",38,2750,251750,2
2,2,6,24,1,16,3,"moth","moose",1,"moose",0,"LCV",15,"LF","LF","LF",1,"study",39,2750,254500,2
2,1,3,24,1,18,4,"nicotine","mucus",2,"no",0,"LCV",15,"LF","LF","LF",0,"study",40,2750,257250,2
2,2,7,24,1,6,5,"popcorn","polo",2,"no",0,"LCV",15,"LF","LF","LF",0,"study",41,2750,260000,2
2,2,6,24,1,12,6,"pulley","pudding",2,"no",0,"LCV",15,"LF","LF","LF",0,"study",42,2750,262750,2
2,2,5,24,1,3,7,"saturn","retina",2,"no",0,"LCV",15,"LF","LF","LF",0,"study",43,2750,265500,2
2,1,3,24,1,2,8,"proton","prism",2,"no",0,"LCV",15,"LF","LF","LF",0,"study",44,2750,268250,2
2,1,5,24,1,17,9,"rehearsal","recipe",2,"no",0,"LCV",15,"LF","LF","LF",0,"study",45,2750,271000,2
2,1,3,24,1,10,10,"sheriff","sediment",2,"no",0,"LCV",15,"LF","LF","LF",0,"study",46,2750,273750,2
2,1,3,24,1,11,11,"mole","memorandum",2,"no",0,"LCV",15,"LF","LF","LF",0,"study",47,2750,276500,2
2,2,7,24,1,1,12,"soccer","shoemaker",1,"shoemaker",0,"LCV",15,"LF","LF","LF",1,"study",48,2750,279250,2
2,1,5,24,1,7,13,"torque","tailor",2,"no",0,"LCV",15,"LF","LF","LF",0,"study",49,2750,282000,2
2,1,3,24,1,4,14,"urine","turbine",2,"no",0,"LCV",15,"LF","LF","LF",0,"study",50,2750,284750,2
2,1,3,24,1,5,15,"quantum","puppet",2,"no",0,"LCV",15,"LF","LF","LF",0,"study",51,2750,287500,2
2,2,3,24,1,8,16,"penicillin","oxidation",2,"no",0,"LCV",15,"LF","LF","LF",0,"study",52,2750,290250,2
2,2,3,24,1,13,17,"vector","valence",2,"no",0,"LCV",15,"LF","LF","LF",0,"study",53,2750,293000,2
2,2,3,24,1,15,18,"tundra","tubing",2,"no",0,"LCV",15,"LF","LF","LF",0,"study",54,62750,295750,2
2,2,7,24,1,1,12,"soccer",NA,1,"shoemaker",0,"LCV",15,"LF","LF","LF",1,"test",55,2750,358500,2
2,1,3,24,1,2,8,"proton",NA,2,"no",0,"LCV",15,"LF","LF","LF",0,"test",56,2750,361250,2
2,2,5,24,1,3,7,"saturn",NA,2,"no",0,"LCV",15,"LF","LF","LF",0,"test",57,2750,364000,2
2,1,3,24,1,4,14,"urine",NA,2,"no",0,"LCV",15,"LF","LF","LF",0,"test",58,2750,366750,2
2,1,3,24,1,5,15,"quantum",NA,2,"no",0,"LCV",15,"LF","LF","LF",0,"test",59,2750,369500,2
2,2,7,24,1,6,5,"popcorn",NA,2,"no",0,"LCV",15,"LF","LF","LF",0,"test",60,2750,372250,2
2,1,5,24,1,7,13,"torque",NA,2,"no",0,"LCV",15,"LF","LF","LF",0,"test",61,2750,375000,2
2,2,3,24,1,8,16,"penicillin",NA,2,"no",0,"LCV",15,"LF","LF","LF",0,"test",62,2750,377750,2
2,1,3,24,1,9,1,"plasma",NA,2,"no",0,"LCV",15,"LF","LF","LF",0,"test",63,2750,380500,2
2,1,3,24,1,10,10,"sheriff",NA,2,"no",0,"LCV",15,"LF","LF","LF",0,"test",64,2750,383250,2
2,1,3,24,1,11,11,"mole",NA,2,"no",0,"LCV",15,"LF","LF","LF",0,"test",65,2750,386000,2
2,2,6,24,1,12,6,"pulley",NA,2,"no",0,"LCV",15,"LF","LF","LF",0,"test",66,2750,388750,2
2,2,3,24,1,13,17,"vector",NA,2,"no",0,"LCV",15,"LF","LF","LF",0,"test",67,2750,391500,2
2,2,3,24,1,14,2,"radiator",NA,2,"no",0,"LCV",15,"LF","LF","LF",0,"test",68,2750,394250,2
2,2,3,24,1,15,18,"tundra",NA,2,"no",0,"LCV",15,"LF","LF","LF",0,"test",69,2750,397000,2
2,2,6,24,1,16,3,"moth",NA,1,"moose",0,"LCV",15,"LF","LF","LF",1,"test",70,2750,399750,2
2,1,5,24,1,17,9,"rehearsal",NA,2,"no",0,"LCV",15,"LF","LF","LF",0,"test",71,2750,402500,2
2,1,3,24,1,18,4,"nicotine",NA,2,"no",0,"LCV",15,"LF","LF","LF",0,"test",72,92750,405250,2
2,1,7,24,2,13,1,"nature","youth",1,"youth",0,"HCV",15,"HF","HF","HF",1,"study",73,2750,498000,3
2,2,7,24,2,4,2,"length","morning",0,"daylight",0,"HCV",15,"HF","HF","HF",0,"study",74,2750,500750,3
2,2,7,24,2,12,3,"role","religion",1,"religon",0,"HCV",15,"HF","HF","HF",1,"study",75,2750,503500,3
2,1,3,24,2,9,4,"hour","hall",0,"hell",0,"HCV",15,"HF","HF","HF",0,"study",76,2750,506250,3
2,1,7,24,2,14,5,"attention","truth",2,"no",0,"HCV",15,"HF","HF","HF",0,"study",77,2750,509000,3
2,2,7,24,2,15,6,"condition","chapter",0,"kitchen",0,"HCV",15,"HF","HF","HF",0,"study",78,2750,511750,3
2,1,7,24,2,16,7,"protection","defense",1,"defense",0,"HCV",15,"HF","HF","HF",1,"study",79,2750,514500,3
2,2,7,24,2,18,8,"appearance","event",2,"no",0,"HCV",15,"HF","HF","HF",0,"study",80,2750,517250,3
2,1,7,24,2,5,9,"dirt","area",2,"no",0,"HCV",15,"HF","HF","HF",0,"study",81,2750,520000,3
2,2,3,24,2,6,10,"sunlight","member",0,"length",0,"HCV",15,"HF","HF","HF",0,"study",82,2750,522750,3
2,1,7,24,2,17,11,"kitchen","attitude",0,"condition",0,"HCV",15,"HF","HF","HF",0,"study",83,2750,525500,3
2,2,3,24,2,3,12,"shirt","death",1,"death",0,"HCV",15,"HF","HF","HF",1,"study",84,2750,528250,3
2,2,7,24,2,1,13,"generation","majority",2,"no",0,"HCV",15,"HF","HF","HF",0,"study",85,2750,531000,3
2,2,7,24,2,10,14,"location","importance",2,"no",0,"HCV",15,"HF","HF","HF",0,"study",86,2750,533750,3
2,1,7,24,2,2,15,"song","situation",1,"situation",0,"HCV",15,"HF","HF","HF",1,"study",87,2750,536500,3
2,2,7,24,2,7,16,"strength","basis",1,"basic",0,"HCV",15,"HF","HF","HF",1,"study",88,2750,539250,3
2,1,7,24,2,8,17,"loss","fact",1,"fact",0,"HCV",15,"HF","HF","HF",1,"study",89,2750,542000,3
2,1,7,24,2,11,18,"manner","decision",0,"behavior",0,"HCV",15,"HF","HF","HF",0,"study",90,62750,544750,3
2,2,7,24,2,1,13,"generation",NA,2,"no",0,"HCV",15,"HF","HF","HF",0,"test",91,2750,607500,3
2,1,7,24,2,2,15,"song",NA,1,"situation",0,"HCV",15,"HF","HF","HF",1,"test",92,2750,610250,3
2,2,3,24,2,3,12,"shirt",NA,1,"death",0,"HCV",15,"HF","HF","HF",1,"test",93,2750,613000,3
2,2,7,24,2,4,2,"length",NA,0,"daylight",0,"HCV",15,"HF","HF","HF",0,"test",94,2750,615750,3
2,1,7,24,2,5,9,"dirt",NA,2,"no",0,"HCV",15,"HF","HF","HF",0,"test",95,2750,618500,3
2,2,3,24,2,6,10,"sunlight",NA,0,"length",0,"HCV",15,"HF","HF","HF",0,"test",96,2750,621250,3
2,2,7,24,2,7,16,"strength",NA,1,"basic",0,"HCV",15,"HF","HF","HF",1,"test",97,2750,624000,3
2,1,7,24,2,8,17,"loss",NA,1,"fact",0,"HCV",15,"HF","HF","HF",1,"test",98,2750,626750,3
2,1,3,24,2,9,4,"hour",NA,0,"hell",0,"HCV",15,"HF","HF","HF",0,"test",99,2750,629500,3
2,2,7,24,2,10,14,"location",NA,2,"no",0,"HCV",15,"HF","HF","HF",0,"test",100,2750,632250,3
2,1,7,24,2,11,18,"manner",NA,0,"behavior",0,"HCV",15,"HF","HF","HF",0,"test",101,2750,635000,3
2,2,7,24,2,12,3,"role",NA,1,"religon",0,"HCV",15,"HF","HF","HF",1,"test",102,2750,637750,3
2,1,7,24,2,13,1,"nature",NA,1,"youth",0,"HCV",15,"HF","HF","HF",1,"test",103,2750,640500,3
2,1,7,24,2,14,5,"attention",NA,2,"no",0,"HCV",15,"HF","HF","HF",0,"test",104,2750,643250,3
2,2,7,24,2,15,6,"condition",NA,0,"kitchen",0,"HCV",15,"HF","HF","HF",0,"test",105,2750,646000,3
2,1,7,24,2,16,7,"protection",NA,1,"defense",0,"HCV",15,"HF","HF","HF",1,"test",106,2750,648750,3
2,1,7,24,2,17,11,"kitchen",NA,0,"condition",0,"HCV",15,"HF","HF","HF",0,"test",107,2750,651500,3
2,2,7,24,2,18,8,"appearance",NA,2,"no",0,"HCV",15,"HF","HF","HF",0,"test",108,92750,654250,3
2,2,7,24,2,16,1,"column","colony",1,"colony",0,"LCV",15,"HF","HF","HF",1,"study",109,2750,747000,4
2,2,7,24,2,17,2,"frog","food",1,"food",0,"LCV",15,"HF","HF","HF",1,"study",110,2750,749750,4
2,1,7,24,2,3,3,"nucleus","molecule",2,"no",0,"LCV",15,"HF","HF","HF",0,"study",111,2750,752500,4
2,2,6,24,2,10,4,"marriage","lion",1,"lion",0,"LCV",15,"HF","HF","HF",1,"study",112,2750,755250,4
2,1,7,24,2,9,5,"gravity","grandfather",1,"grandfather",0,"LCV",15,"HF","HF","HF",1,"study",113,2750,758000,4
2,2,7,24,2,13,6,"reaction","radiation",2,"no",0,"LCV",15,"HF","HF","HF",0,"study",114,2750,760750,4
2,2,7,24,2,7,7,"environment","entry",2,"no",0,"LCV",15,"HF","HF","HF",0,"study",115,2750,763500,4
2,1,7,24,2,8,8,"slavery","river",2,"no",0,"LCV",15,"HF","HF","HF",0,"study",116,2750,766250,4
2,2,3,24,2,2,9,"temperature","solution",2,"no",0,"LCV",15,"HF","HF","HF",0,"study",117,2750,769000,4
2,1,7,24,2,4,10,"tissue","theory",1,"theory",0,"LCV",15,"HF","HF","HF",1,"study",118,2750,771750,4
2,1,7,24,2,18,11,"computer","committee",2,"no",0,"LCV",15,"HF","HF","HF",0,"study",119,2750,774500,4
2,1,9,24,2,6,12,"employer","employee",1,"employee",0,"LCV",15,"HF","HF","HF",1,"study",120,2750,777250,4
