,Unnamed: 0,subject,stim1,stim2,procedure,trial,source,rep,rep_prioritem1,rep_prioritem,rep_prioritem2,rep_prioritem3,rep_consec_value,rep_consec_lab,condition,word1,word2,correct_resp,acc_resp,rt,acc,stim2.x,stim2.y,studied,studied1,duration,onset,list,epiname,epiA,epiB,epiS,list.semA,list.semB,relatedNode,retrievedName,sameNode,stim1.semA,stim1.semB,stim2.semA,stim2.semB,wmAvailable,wmSpent,acc_pred
153,6323,36,tomorrow,nan,test,154,original,weak,1.0,1.0,5.0,5.0,-0.5,weak1,match1and1,tomorrow,tone,2.0,5.0,3337.0,0.0,tone,tone,studied (hits),studied (hits),3337,535.434,context1,context1.tomorrow.nan.,0.9779333306459682,0.2819997121540502,0.0,1.0,0.9800131121315196,True,context1.tomorrow.tone.,False,1.0,0.5691998272924298,0.0,0.0,3.0,1.2877385663571779,0.5372599152484799
154,6324,36,fort,nan,test,155,original,weak,3.0,3.0,1.0,1.0,0.5,strong1,match1and1,fort,energy,2.0,6.0,2441.0,0.0,energy,energy,studied (hits),studied (hits),2441,538.771,context1,context1.fort.nan.,0.9683008676024609,0.2737464441030124,0.0,1.0,0.9806174512363958,True,context1.fort.energy.,False,1.0,0.5332021360529404,0.0,0.0,3.0,1.3167819077094174,0.5320110307455715
155,6325,36,nose,nan,test,156,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,nose,bear,2.0,6.0,3244.0,0.0,bear,bear,studied (hits),studied (hits),3244,541.212,context1,context1.nose.nan.,0.7415766352778922,0.09063796235989839,0.0,1.0,0.9860650530263616,True,context1.nose.bear.,False,1.0,0.5563427534280316,0.0,0.0,3.0,1.2862223861662403,0.40883934619065593
158,6328,36,coast,nan,test,159,original,weak,1.0,1.0,3.0,3.0,-0.5,weak1,match1and1,coast,mission,2.0,1.0,1538.0,1.0,mission,mission,studied (hits),studied (hits),1538,551.1379999999999,context1,context1.coast.nan.,0.9238766107778079,0.26270807685772535,0.0,1.0,0.9877403866367146,True,context1.coast.mission.,False,1.0,0.5474028079097042,0.0,0.0,3.0,1.2989190882293782,0.5077456644128101
161,6331,36,check,nan,test,162,original,weak,1.0,1.0,3.0,1.0,-0.5,weak1,match1and1,check,enemy,2.0,6.0,1765.0,0.0,enemy,enemy,studied (hits),studied (hits),1765,555.419,context1,context1.check.nan.,0.9477841227449398,0.27794373651767146,0.0,1.0,0.9951680305689639,True,context1.check.enemy.,False,1.0,0.5667662419104923,0.0,0.0,3.0,1.2572499695889205,0.5208136992534866
164,6334,36,dream,nan,test,165,original,strong,1.0,1.0,3.0,4.0,-0.5,weak1,rep5and5,dream,train,2.0,1.0,1749.0,1.0,train,train,studied (hits),studied (hits),1749,561.667,context1,context1.dream.nan.,1.5705717154830166,0.5906131825768648,0.0,1.0,0.9935218058580975,True,context1.dream.train.,False,1.0,0.7650713599320735,0.0,0.0,3.0,0.8210592587463238,0.8175556802255958
168,6338,36,wine,nan,test,169,original,strong,4.0,4.0,1.0,5.0,0.5,strong1,rep5and5,wine,unity,2.0,1.0,1182.0,1.0,unity,unity,studied (hits),studied (hits),1182,568.884,context1,context1.wine.nan.,1.7085660725275598,0.5901897269294625,0.0,1.0,0.995973920302507,True,context1.wine.unity.,False,1.0,0.779271149081817,0.0,0.0,3.0,0.8454024970699924,0.8633053894280098
169,6339,36,publication,nan,test,170,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,publication,glass,2.0,5.0,2858.0,0.0,glass,glass,studied (hits),studied (hits),2858,570.066,context1,context1.publication.nan.,0.0,0.0,0.0,1.0,0.9968159528841984,True,context1.publication.glass.,False,1.0,0.37330678637812975,0.0,0.0,3.0,1.6781241159539888,0.10614476063401612
173,6343,36,belief,nan,test,174,original,weak,4.0,4.0,4.0,1.0,1.5,strong2,match1and1,belief,scale,2.0,4.0,2315.0,0.0,scale,scale,studied (hits),studied (hits),2315,578.158,context1,context1.belief.nan.,1.0356958466352268,0.2683332604140401,0.0,1.0,0.9954725593451799,True,context1.belief.scale.,False,1.0,0.4926331632633718,0.0,0.0,3.0,1.4648964099916335,0.5685682254737333
174,6344,36,daughter,nan,test,175,original,weak,5.0,5.0,1.0,1.0,0.5,strong1,match1and1,daughter,fat,2.0,1.0,1539.0,1.0,fat,fat,studied (hits),studied (hits),1539,580.473,context1,context1.daughter.nan.,0.9240931367437475,0.2674143396398758,0.0,1.0,0.9952428085487052,True,context1.daughter.fat.,False,1.0,0.5604485984842111,0.0,0.0,3.0,1.273803324887894,0.5078640777395959
175,6345,36,weather,nan,test,176,original,weak,1.0,1.0,1.0,4.0,-1.5,weak2,match1and1,weather,circle,2.0,4.0,2972.0,0.0,circle,circle,studied (hits),studied (hits),2972,582.012,context1,context1.weather.nan.,0.942645559425212,0.2682379243077161,0.0,1.0,0.9963845433224952,True,context1.weather.circle.,False,1.0,0.5561743226523432,0.0,0.0,3.0,1.3042041748361857,0.5180063263771306
152,6498,37,marriage,nan,test,153,original,weak,2.0,2.0,1.0,1.0,0.5,strong1,match1and1,marriage,title,2.0,4.0,13894.0,0.0,title,title,studied (hits),studied (hits),13894,538.038,context1,context1.marriage.nan.,0.8986497363864328,0.2296382395107789,0.0,1.0,0.946488297631359,True,context1.marriage.title.,False,1.0,0.5565077740277252,0.0,0.0,3.0,1.3213041140952542,0.49394771523495373
153,6499,37,bank,nan,test,154,original,weak,1.0,1.0,1.0,4.0,-1.5,weak2,match1and1,bank,escape,2.0,1.0,2355.0,1.0,escape,escape,studied (hits),studied (hits),2355,551.932,context1,context1.bank.nan.,0.9171901123949951,0.2504047735289495,0.0,1.0,0.9527868589192985,True,context1.bank.escape.,False,1.0,0.564359231433635,0.0,0.0,3.0,1.26635639362275,0.5040886794836696
156,6502,37,coast,nan,test,157,original,weak,1.0,1.0,1.0,2.0,-1.5,weak2,match1and1,coast,exercise,2.0,1.0,3690.0,1.0,exercise,exercise,studied (hits),studied (hits),3690,563.8389999999999,context1,context1.coast.nan.,0.9478137672228151,0.2650408193785459,0.0,1.0,0.9848916779042829,True,context1.coast.exercise.,False,1.0,0.5488347952700069,0.0,0.0,3.0,1.330009339095699,0.5208298921846172
157,6503,37,region,nan,test,158,original,weak,1.0,1.0,4.0,1.0,-0.5,weak1,match1and1,region,election,2.0,1.0,2097.0,1.0,election,election,studied (hits),studied (hits),2097,567.529,context1,context1.region.nan.,1.0585075198939187,0.2652538547935797,0.0,1.0,0.9882026829946858,True,context1.region.election.,False,1.0,0.47829305056236765,0.0,0.0,3.0,1.4680718253803187,0.5808259208403808
158,6504,37,assignment,nan,test,159,original,weak,3.0,3.0,1.0,1.0,0.5,strong1,match1and1,assignment,clothes,2.0,1.0,2564.0,1.0,clothes,clothes,studied (hits),studied (hits),2564,569.626,context1,context1.assignment.nan.,0.9554320895839623,0.27250945280255273,0.0,1.0,0.9924834267175612,True,context1.assignment.clothes.,False,1.0,0.5391646492480202,0.0,0.0,3.0,1.3007948890622703,0.5249900918536711
159,6505,37,watch,nan,test,160,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,watch,executive,2.0,1.0,1270.0,1.0,executive,executive,studied (hits),studied (hits),1270,572.1899999999999,context1,context1.watch.nan.,0.0,0.0,0.0,1.0,0.992851692273044,True,context1.watch.executive.,False,1.0,0.5443748071398624,0.0,0.0,3.0,1.4040299860619547,0.10614476063401612
160,6506,37,background,nan,test,161,original,strong,5.0,5.0,1.0,1.0,0.5,strong1,rep5and5,background,file,2.0,1.0,1233.0,1.0,file,file,studied (hits),studied (hits),1233,573.4599999999999,context1,context1.background.nan.,1.6290301362522555,0.6058006671052054,0.0,1.0,0.9956464442905048,True,context1.background.file.,False,1.0,0.7708352643054494,0.0,0.0,2.66277001393803,0.8038313994656923,0.837992453441532
164,6510,37,edge,nan,test,165,original,strong,3.0,3.0,2.0,1.0,1.5,strong2,rep5and5,edge,bar,2.0,1.0,1169.0,1.0,bar,bar,studied (hits),studied (hits),1169,591.7959999999999,context1,context1.edge.nan.,1.6330661446636299,0.6269991041819246,0.0,1.0,0.988583085000502,True,context1.edge.bar.,False,1.0,0.7720680574553695,0.0,0.0,3.0,0.8053345712312294,0.8393461655854626
167,6513,37,fat,nan,test,168,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,fat,page,2.0,1.0,1342.0,1.0,page,page,studied (hits),studied (hits),1342,602.2959999999999,context1,context1.fat.nan.,0.7273995999980089,0.08312368972803198,0.0,1.0,0.9938931127308285,True,context1.fat.page.,False,1.0,0.5521821795505522,0.0,0.0,3.0,1.3029004766699175,0.40130546289238067
168,6514,37,sample,nan,test,169,original,weak,2.0,2.0,1.0,1.0,0.5,strong1,match1and1,sample,shop,2.0,1.0,1511.0,1.0,shop,shop,studied (hits),studied (hits),1511,603.6379999999999,context1,context1.sample.nan.,0.9386421257608044,0.2608548973751466,0.0,1.0,0.9963556299760645,True,context1.sample.shop.,False,1.0,0.5221473289690423,0.0,0.0,2.8243795233300695,1.338064515231442,0.5158184875456113
169,6515,37,boat,nan,test,170,original,weak,1.0,1.0,2.0,1.0,-0.5,weak1,match1and1,boat,jury,2.0,1.0,3753.0,1.0,jury,jury,studied (hits),studied (hits),3753,605.149,context1,context1.boat.nan.,0.9244581810060768,0.2666912422486943,0.0,1.0,0.9967298888802387,True,context1.boat.jury.,False,1.0,0.5600045911817962,0.0,0.0,2.7555550080986952,1.2779353652847085,0.508063710907977
170,6516,37,model,nan,test,171,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,model,identity,2.0,1.0,2021.0,1.0,identity,identity,studied (hits),studied (hits),2021,608.9019999999999,context1,context1.model.nan.,0.0,0.0,0.0,1.0,0.9940982366764043,True,context1.model.identity.,False,1.0,0.5388335161753104,0.0,0.0,3.0,1.3929901814661845,0.10614476063401612
151,6670,38,principal,nan,test,152,original,weak,1.0,1.0,1.0,2.0,-1.5,weak2,match1and1,principal,poet,2.0,1.0,1682.0,1.0,poet,poet,studied (hits),studied (hits),1682,526.875,context1,context1.principal.nan.,0.0,0.0,0.0,1.0,0.9398412091433513,True,context1.principal.poet.,False,1.0,0.5003968290174191,0.0,0.0,2.8727620446788604,1.4982925049083882,0.10614476063401612
157,6676,38,source,nan,test,158,original,strong,1.0,1.0,3.0,1.0,-0.5,weak1,rep5and5,source,senate,2.0,3.0,2246.0,0.0,senate,senate,studied (hits),studied (hits),2246,535.6229999999999,context1,context1.source.nan.,1.7052676935796869,0.6135487299307523,0.0,1.0,0.9930158974749386,True,context1.source.senate.,False,1.0,0.7862164351029894,0.0,0.0,2.1095201877343825,0.8143299030401168,0.8623126265965735
158,6677,38,uncle,nan,test,159,original,strong,1.0,1.0,5.0,1.0,-0.5,weak1,rep5and5,uncle,speech,2.0,1.0,1049.0,1.0,speech,speech,studied (hits),studied (hits),1049,537.869,context1,context1.uncle.nan.,1.6483352020986632,0.6311589470789187,0.0,1.0,0.989481676269041,True,context1.uncle.speech.,False,1.0,0.801607527660069,0.0,0.0,3.0,0.7701324294816942,0.8444005009033551
160,6679,38,relationship,nan,test,161,original,strong,4.0,4.0,2.0,1.0,1.5,strong2,rep5and5,relationship,executive,2.0,1.0,1114.0,1.0,executive,executive,studied (hits),studied (hits),1114,542.134,context1,context1.relationship.nan.,1.6338910573889776,0.5994676011775728,0.0,1.0,0.988337571431615,True,context1.relationship.executive.,False,1.0,0.7728620069045582,0.0,0.0,3.0,0.829876289793186,0.8396219365563088
162,6681,38,permit,nan,test,163,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,permit,experiment,2.0,1.0,1556.0,1.0,experiment,experiment,studied (hits),studied (hits),1556,544.579,context1,context1.permit.nan.,0.0,0.0,0.0,1.0,0.9944268849917058,True,context1.permit.experiment.,False,1.0,0.49107471825419935,0.0,0.0,2.8779133485501696,1.4641144048716712,0.10614476063401612
163,6682,38,structure,nan,test,164,original,weak,4.0,4.0,1.0,3.0,0.5,strong1,match1and1,structure,signal,2.0,3.0,2168.0,0.0,signal,signal,studied (hits),studied (hits),2168,546.135,context1,context1.structure.nan.,0.9875479163487744,0.2745355708307198,0.0,1.0,0.9942305137378569,True,context1.structure.signal.,False,1.0,0.5122968377813442,0.0,0.0,2.720838943678532,1.3455940168651104,0.5424925969382555
165,6684,38,intellectual,nan,test,166,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,intellectual,professor,2.0,1.0,3135.0,1.0,professor,professor,studied (hits),studied (hits),3135,551.1469999999999,context1,context1.intellectual.nan.,1.0091246973580128,0.2657365487075181,0.0,1.0,0.9916174755626873,True,context1.intellectual.professor.,False,1.0,0.4666434754956633,0.0,0.0,3.0,1.425086389807558,0.5542075031367719
166,6685,38,film,nan,test,167,original,weak,1.0,1.0,4.0,1.0,-0.5,weak1,match1and1,film,fellow,2.0,1.0,1448.0,1.0,fellow,fellow,studied (hits),studied (hits),1448,554.2819999999999,context1,context1.film.nan.,0.9312312016517186,0.27038144463709346,0.0,1.0,0.9911259408923178,True,context1.film.fellow.,False,1.0,0.5620148960507028,0.0,0.0,3.0,1.2695481086454592,0.5117672794831458
167,6686,38,location,nan,test,168,original,weak,4.0,4.0,3.0,4.0,2.5,strong3,match1and1,location,snow,2.0,1.0,3256.0,1.0,snow,snow,studied (hits),studied (hits),3256,555.73,context1,context1.location.nan.,0.9473293494026005,0.27145878052420885,0.0,1.0,0.9946049218147899,True,context1.location.snow.,False,1.0,0.5506242839151013,0.0,0.0,2.9467718913546186,1.2937193000178633,0.5205652806233213
169,6688,38,train,nan,test,170,original,weak,1.0,1.0,2.0,2.0,-0.5,weak1,match1and1,train,writer,2.0,3.0,2547.0,0.0,writer,writer,studied (hits),studied (hits),2547,560.539,context1,context1.train.nan.,0.7792832975750476,0.12015062512616446,0.0,1.0,0.994881026877464,True,context1.train.writer.,False,1.0,0.5559021653598879,0.0,0.0,3.0,1.307718562411198,0.42903454534534213
172,6691,38,pain,nan,test,173,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,pain,shape,2.0,6.0,1104.0,0.0,shape,shape,studied (hits),studied (hits),1104,565.545,context1,context1.pain.nan.,0.7421613203668809,0.09129579951319963,0.0,1.0,0.9967545686238367,True,context1.pain.shape.,False,1.0,0.5544556567858554,0.0,0.0,2.397638788716453,1.3017411228631608,0.40915080138041504
175,6694,38,arm,nan,test,176,original,weak,2.0,2.0,1.0,1.0,0.5,strong1,match1and1,arm,hill,2.0,1.0,1323.0,1.0,hill,hill,studied (hits),studied (hits),1323,569.319,context1,context1.arm.nan.,0.8568170418518621,0.20469976596016834,0.0,1.0,0.9968117241807696,True,context1.arm.hill.,False,1.0,0.5563732533377075,0.0,0.0,3.0,1.2902655357354764,0.47109106276898205
151,6846,39,failure,nan,test,152,original,weak,1.0,1.0,1.0,2.0,-1.5,weak2,match1and1,failure,bank,2.0,6.0,4431.0,0.0,bank,bank,studied (hits),studied (hits),4431,529.6179999999999,context1,context1.failure.nan.,0.7899209818759019,0.1196632555359418,0.0,1.0,0.9257782166275298,True,context1.failure.bank.,False,1.0,0.5386732266173669,0.0,0.0,3.0,1.312200668157656,0.43476814424235916
157,6852,39,dog,nan,test,158,original,strong,1.0,1.0,3.0,1.0,-0.5,weak1,rep5and5,dog,roof,2.0,1.0,1628.0,1.0,roof,roof,studied (hits),studied (hits),1628,557.507,context1,context1.dog.nan.,1.6320161306552539,0.6222366467932384,0.0,1.0,0.986177915219342,True,context1.dog.roof.,False,1.0,0.7912784914427151,0.0,0.0,3.0,0.7843685451000753,0.838994694810659
158,6853,39,dictionary,nan,test,159,original,strong,1.0,1.0,5.0,1.0,-0.5,weak1,rep5and5,dictionary,sign,2.0,1.0,2023.0,1.0,sign,sign,studied (hits),studied (hits),2023,559.135,context1,context1.dictionary.nan.,1.7168204648808998,0.6009310687723733,0.0,1.0,0.9926819438212094,True,context1.dictionary.sign.,False,1.0,0.7429436497821138,0.0,0.0,3.0,0.8200832996973225,0.8657683491755233
160,6855,39,region,nan,test,161,original,strong,4.0,4.0,2.0,1.0,1.5,strong2,rep5and5,region,trip,2.0,1.0,1843.0,1.0,trip,trip,studied (hits),studied (hits),1843,573.194,context1,context1.region.nan.,1.6677147042915303,0.5949564659318003,0.0,1.0,0.9796960327188504,True,context1.region.trip.,False,1.0,0.7218954054975195,0.0,0.0,3.0,0.854944887804379,0.8506627974365584
162,6857,39,title,nan,test,163,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,title,page,2.0,1.0,1775.0,1.0,page,page,studied (hits),studied (hits),1775,578.957,context1,context1.title.nan.,0.6928618000090452,0.02612116460351089,0.0,1.0,0.9904857440891586,True,context1.title.page.,False,1.0,0.5312799547333447,0.0,0.0,3.0,1.3310298596626848,0.38310969726062105
163,6858,39,dust,nan,test,164,original,weak,4.0,4.0,1.0,3.0,0.5,strong1,match1and1,dust,imagination,2.0,1.0,1238.0,1.0,imagination,imagination,studied (hits),studied (hits),1238,580.732,context1,context1.dust.nan.,0.9619128887928661,0.2702699918374385,0.0,1.0,0.9943609972182864,True,context1.dust.imagination.,False,1.0,0.5487085299978351,0.0,0.0,3.0,1.3264802419048332,0.5285269892319208
165,6860,39,chapter,nan,test,166,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,chapter,bay,2.0,4.0,4477.0,0.0,bay,bay,studied (hits),studied (hits),4477,585.658,context1,context1.chapter.nan.,0.9610296153661572,0.26227080373041045,0.0,1.0,0.9930796200354621,True,context1.chapter.bay.,False,1.0,0.5122057714454682,0.0,0.0,3.0,1.3708317061845547,0.5280450687432421
166,6861,39,rain,nan,test,167,original,weak,1.0,1.0,4.0,1.0,-0.5,weak1,match1and1,rain,model,2.0,6.0,3694.0,0.0,model,model,studied (hits),studied (hits),3694,590.135,context1,context1.rain.nan.,0.927752833848921,0.26637193146569016,0.0,1.0,0.9917364917795555,True,context1.rain.model.,False,1.0,0.5587195735508221,0.0,0.0,3.0,1.2857989257855091,0.5098653730331569
167,6862,39,rose,nan,test,168,original,weak,4.0,4.0,3.0,4.0,2.5,strong3,match1and1,rose,dice,2.0,1.0,2253.0,1.0,dice,dice,studied (hits),studied (hits),2253,593.829,context1,context1.rose.nan.,0.9682267261659998,0.2671034256115154,0.0,1.0,0.9925759948776697,True,context1.rose.dice.,False,1.0,0.5595318528183629,0.0,0.0,3.0,1.3540531706465755,0.5319706071074567
169,6864,39,winter,nan,test,170,original,weak,1.0,1.0,2.0,2.0,-0.5,weak1,match1and1,winter,murder,2.0,1.0,1413.0,1.0,murder,murder,studied (hits),studied (hits),1413,598.467,context1,context1.winter.nan.,0.9094317870239785,0.25656209979040173,0.0,1.0,0.9951790459846167,True,context1.winter.murder.,False,1.0,0.5431340065079566,0.0,0.0,3.0,1.3086433665377533,0.49984508002048106
172,6867,39,nobody,nan,test,173,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,nobody,capital,2.0,1.0,5224.0,1.0,capital,capital,studied (hits),studied (hits),5224,605.66,context1,context1.nobody.nan.,0.0,0.0,0.0,1.0,0.9961124097981061,True,context1.nobody.capital.,False,1.0,0.5468528361601004,0.0,0.0,3.0,1.3794635363110168,0.10614476063401612
175,6870,39,valley,nan,test,176,original,weak,2.0,2.0,1.0,1.0,0.5,strong1,match1and1,valley,metal,2.0,1.0,1960.0,1.0,metal,metal,studied (hits),studied (hits),1960,622.018,context1,context1.valley.nan.,0.0,0.0,0.0,1.0,0.991477362276715,True,context1.valley.metal.,False,1.0,0.5398014142006144,0.0,0.0,3.0,1.34855576767165,0.10614476063401612
153,7024,40,tone,nan,test,154,original,strong,4.0,4.0,4.0,3.0,2.5,strong3,rep5and5,tone,knife,2.0,1.0,2675.0,1.0,knife,knife,studied (hits),studied (hits),2675,547.168,context1,context1.tone.nan.,1.6442885005929286,0.6270401694230248,0.0,1.0,0.9765921764907802,True,context1.tone.knife.,False,1.0,0.7624052626198237,0.0,0.0,3.0,0.8155636142178992,0.8430712975466952
154,7025,40,valley,nan,test,155,original,weak,1.0,1.0,5.0,1.0,-0.5,weak1,match1and1,valley,application,2.0,6.0,3123.0,0.0,application,application,studied (hits),studied (hits),3123,549.843,context1,context1.valley.nan.,0.995448188176806,0.27424989075402745,0.0,1.0,0.9841531637897335,True,context1.valley.application.,False,1.0,0.5526352951086664,0.0,0.0,3.0,1.3602967325121482,0.5467868078852371
155,7026,40,location,nan,test,156,original,weak,1.0,1.0,2.0,1.0,-0.5,weak1,match1and1,location,orchestra,2.0,3.0,3614.0,0.0,orchestra,orchestra,studied (hits),studied (hits),3614,552.966,context1,context1.location.nan.,1.019362984529699,0.2701840857326356,0.0,1.0,0.9861310369057459,True,context1.location.orchestra.,False,1.0,0.549838032060793,0.0,0.0,3.0,1.4193681732102408,0.5597504069518143
156,7027,40,musical,nan,test,157,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,musical,capital,2.0,6.0,2206.0,0.0,capital,capital,studied (hits),studied (hits),2206,556.5799999999999,context1,context1.musical.nan.,0.0,0.0,0.0,1.0,0.986736442859819,True,context1.musical.capital.,False,1.0,0.494298271642824,0.0,0.0,3.0,1.4820952934265543,0.10614476063401612
157,7028,40,nose,nan,test,158,original,strong,5.0,5.0,4.0,4.0,2.5,strong3,rep5and5,nose,check,2.0,1.0,1314.0,1.0,check,check,studied (hits),studied (hits),1314,558.786,context1,context1.nose.nan.,1.6507417346360542,0.6403930306741049,0.0,1.0,0.9909265286863361,True,context1.nose.check.,False,1.0,0.7945858931424981,0.0,0.0,3.0,0.7784090304262317,0.8451874331672165
161,7032,40,device,nan,test,162,original,weak,1.0,1.0,4.0,1.0,-0.5,weak1,match1and1,device,text,2.0,6.0,1116.0,0.0,text,text,studied (hits),studied (hits),1116,571.37,context1,context1.device.nan.,1.0228867424835577,0.2664534988188469,0.0,1.0,0.9892841473800036,True,context1.device.text.,False,1.0,0.5360061415941056,0.0,0.0,3.0,1.4486275714270769,0.5616554844042299
162,7033,40,circle,nan,test,163,original,strong,4.0,4.0,4.0,1.0,1.5,strong2,rep5and5,circle,atmosphere,2.0,1.0,1474.0,1.0,atmosphere,atmosphere,studied (hits),studied (hits),1474,572.486,context1,context1.circle.nan.,1.6966018467406065,0.6155342308653424,0.0,1.0,0.9951061920879818,True,context1.circle.atmosphere.,False,1.0,0.7886933074458793,0.0,0.0,2.4888124285729107,0.7993937883828562,0.859680933814868
163,7034,40,signal,nan,test,164,original,strong,2.0,2.0,1.0,1.0,0.5,strong1,rep5and5,signal,pass,2.0,4.0,1838.0,0.0,pass,pass,studied (hits),studied (hits),1838,573.9599999999999,context1,context1.signal.nan.,1.6435119656609714,0.6318064077928572,0.0,1.0,0.9956981547572042,True,context1.signal.pass.,False,1.0,0.7925750365117212,0.0,0.0,2.9275786401899984,0.7800694808961655,0.842815380541853
164,7035,40,commerce,nan,test,165,original,weak,3.0,3.0,1.0,1.0,0.5,strong1,match1and1,commerce,rifle,2.0,1.0,8593.0,1.0,rifle,rifle,studied (hits),studied (hits),8593,575.798,context1,context1.commerce.nan.,1.055365249932946,0.2679284455702731,0.0,1.0,0.9953692927085424,True,context1.commerce.rifle.,False,1.0,0.4572706522747911,0.0,0.0,3.0,1.490539523193989,0.5791418151724379
165,7036,40,fashion,nan,test,166,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,fashion,cutting,2.0,1.0,2688.0,1.0,cutting,cutting,studied (hits),studied (hits),2688,584.391,context1,context1.fashion.nan.,0.0,0.0,0.0,1.0,0.9863071710306468,True,context1.fashion.cutting.,False,1.0,0.5251003254710723,0.0,0.0,3.0,1.3697733307870867,0.10614476063401612
174,7045,40,clothes,nan,test,175,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,clothes,train,2.0,1.0,2459.0,1.0,train,train,studied (hits),studied (hits),2459,605.054,context1,context1.clothes.nan.,0.7315971756819923,0.08929531436816923,0.0,1.0,0.9964323466193566,True,context1.clothes.train.,False,1.0,0.552662551707983,0.0,0.0,3.0,1.2963789617788852,0.40353243049468523
175,7046,40,professor,nan,test,176,original,weak,5.0,5.0,1.0,1.0,0.5,strong1,match1and1,professor,platform,2.0,6.0,1945.0,0.0,platform,platform,studied (hits),studied (hits),1945,607.5129999999999,context1,context1.professor.nan.,1.0083137806071827,0.27264732892649934,0.0,1.0,0.9957775715525921,True,context1.professor.platform.,False,1.0,0.5634499169515057,0.0,0.0,3.0,1.3877574899611471,0.5537680133541577
178,7049,40,spot,nan,test,179,original,weak,1.0,1.0,1.0,5.0,-1.5,weak2,match1and1,spot,cover,2.0,6.0,2312.0,0.0,cover,cover,studied (hits),studied (hits),2312,613.1899999999999,context1,context1.spot.nan.,0.9312585354498057,0.2706870752658918,0.0,1.0,0.9960868594605198,True,context1.spot.cover.,False,1.0,0.5621032207532592,0.0,0.0,3.0,1.268534734901899,0.5117822240897002
150,7201,41,duty,nan,test,151,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,duty,article,2.0,4.0,10666.0,0.0,article,article,studied (hits),studied (hits),10666,525.001,context1,context1.duty.nan.,0.7215403737043107,0.04694329890696852,0.0,1.0,0.8239543630459173,True,context1.duty.article.,False,1.0,0.5591588633474712,0.0,0.0,3.0,1.3265777406969135,0.39820229733414547
151,7202,41,rifle,nan,test,152,original,strong,4.0,4.0,1.0,1.0,0.5,strong1,rep5and5,rifle,crisis,2.0,1.0,1163.0,1.0,crisis,crisis,studied (hits),studied (hits),1163,535.667,context1,context1.rifle.nan.,1.6324425569568337,0.5987687218227082,0.0,1.0,0.9112218952684229,True,context1.rifle.crisis.,False,1.0,0.7405691494030877,0.0,0.0,3.0,0.8628357409819576,0.8391374927920494
156,7207,41,entrance,nan,test,157,original,weak,4.0,4.0,1.0,1.0,0.5,strong1,match1and1,entrance,store,2.0,6.0,4317.0,0.0,store,store,studied (hits),studied (hits),4317,555.544,context1,context1.entrance.nan.,0.9544113870144728,0.2695370359751182,0.0,1.0,0.9867898027284859,True,context1.entrance.store.,False,1.0,0.5312979524118415,0.0,0.0,3.0,1.3154710270351595,0.5244328565009552
157,7208,41,argument,nan,test,158,original,weak,1.0,1.0,5.0,1.0,-0.5,weak1,match1and1,argument,revolution,2.0,3.0,4416.0,0.0,revolution,revolution,studied (hits),studied (hits),4416,559.861,context1,context1.argument.nan.,0.9900526672301007,0.27114274366032515,0.0,1.0,0.9866706403466355,True,context1.argument.revolution.,False,1.0,0.5360556037722872,0.0,0.0,3.0,1.370647272824721,0.5438546214383408
158,7209,41,sample,nan,test,159,original,weak,1.0,1.0,1.0,5.0,-1.5,weak2,match1and1,sample,garden,2.0,6.0,3802.0,0.0,garden,garden,studied (hits),studied (hits),3802,564.2769999999999,context1,context1.sample.nan.,0.9844774175004023,0.2786022440103136,0.0,1.0,0.9874306611086068,True,context1.sample.garden.,False,1.0,0.5336208772117492,0.0,0.0,3.0,1.3186379144676714,0.5408222525234624
159,7210,41,tree,nan,test,160,original,weak,1.0,1.0,1.0,1.0,-2.5,weak3,match1and1,tree,chair,2.0,1.0,2897.0,1.0,chair,chair,studied (hits),studied (hits),2897,568.079,context1,context1.tree.nan.,0.9244133871001015,0.2666451049548761,0.0,1.0,0.9892829672618273,True,context1.tree.chair.,False,1.0,0.5597665520746111,0.0,0.0,3.0,1.2769779691299123,0.5080392143989798
160,7211,41,vote,nan,test,161,original,weak,5.0,5.0,4.0,1.0,1.5,strong2,match1and1,vote,check,2.0,1.0,1362.0,1.0,check,check,studied (hits),studied (hits),1362,570.976,context1,context1.vote.nan.,0.940533028751403,0.27308854314472264,0.0,1.0,0.9916498652056659,True,context1.vote.check.,False,1.0,0.5591587425227278,0.0,0.0,3.0,1.2707314043930922,0.5168519116261162
